Date,B3SA3.SA,BBDC4.SA,BBSE3.SA,BMOB3.SA,INTB3.SA,ITSA4.SA,LWSA3.SA,MLAS3.SA,PETR4.SA,POSI3.SA,PSSA3.SA,TOTS3.SA,VALE3.SA,^BVSP
2017-10-24,23203500,12634363,2082800,,,28840502,,,46249500,118000,950200,1044033,19996200,3047500.0
2017-10-25,54562800,9771461,1801100,,,40370852,,,37608200,82500,1029000,596289,16724100,2953800.0
2017-10-26,18980400,14582260,2203100,,,16766426,,,37848300,124900,994400,809615,25302400,2901100.0
2017-10-27,15045600,13736127,1853700,,,18148725,,,45640100,84400,854600,1394757,17377200,3434400.0
2017-10-30,24553200,16746785,4515900,,,35202218,,,55355600,244500,1832800,1085011,19401600,3811600.0
2017-10-31,21797100,23157611,6728800,,,38779738,,,32249000,170600,2097800,885846,14629600,3545700.0
2017-11-01,13876200,23069589,3480200,,,33100380,,,38876600,181500,1285400,4259296,29709500,3668100.0
2017-11-02,0,0,0,,,0,,,0,0,0,0,0,
2017-11-03,34870200,31975065,2872300,,,39961148,,,32605400,192800,1472200,1778624,29217800,4386900.0
2017-11-06,23664600,0,4598000,,,31900092,,,46056100,115200,0,11761577,26333200,3297400.0
2017-11-07,36075000,25837968,5012900,,,30569240,,,61098400,236700,2113400,4962852,20239700,4888900.0
2017-11-08,34506900,20572127,6178400,,,28545077,,,41179600,100800,1072000,1252238,11580800,3408800.0
2017-11-09,22711200,20734994,3055600,,,22637882,,,29399400,47800,1846200,5712507,19246700,3303800.0
2017-11-10,21363300,16996795,2496000,,,13560421,,,35959400,142100,980200,3295712,12199100,3140100.0
2017-11-13,31669800,14364402,3702300,,,17568684,,,28697700,627100,912000,1809357,12424700,2783400.0
2017-11-14,27156300,15227225,2480000,,,27641078,,,88765600,312900,1674000,999440,23389800,4352600.0
2017-11-15,0,0,0,,,0,,,0,0,0,0,0,
2017-11-16,39919500,14659037,4109700,,,15409203,,,42703800,162700,786000,3683797,16280300,3340900.0
2017-11-17,21026400,12236420,6212900,,,23158406,,,38376900,187100,779200,2969093,13771300,2749700.0
2017-11-20,0,0,0,,,0,,,0,0,0,0,0,
2017-11-21,41642700,18544641,3961500,,,23843071,,,45817800,155000,708000,1868715,23741300,3539600.0
2017-11-22,38528700,20363405,3173800,,,22730112,,,37444900,204000,698000,1746685,22150200,3410600.0
2017-11-23,8354100,4794634,1325300,,,8700326,,,15403600,145300,261600,490530,11962000,1556800.0
2017-11-24,10106100,7420703,1570900,,,11221955,,,18790700,526400,551000,763817,30784900,2510300.0
2017-11-27,15134700,12436358,16906900,,,11622724,,,28445800,460000,805800,1156723,15112700,2810800.0
2017-11-28,16260000,14475615,3889200,,,14763448,,,30429600,401400,926200,1189867,28591400,3030700.0
2017-11-29,29510100,15736381,6947100,,,18520528,,,45973000,455900,856600,1865702,18176000,3639400.0
2017-11-30,44400600,29262908,5207500,,,42739581,,,52811400,173900,720800,2159176,25417200,5348800.0
2017-12-01,23769300,14198548,2066800,,,19865791,,,42703800,159000,714400,4067664,17204100,3003100.0
2017-12-04,35700300,18126670,2630700,,,15851187,,,43821500,217800,830800,829803,22600100,3038600.0
2017-12-05,18457500,18589619,5182600,,,15847007,,,30228000,124400,577000,1926265,25898800,2913300.0
2017-12-06,30645000,13123313,3597100,,,18305372,,,39238500,120000,3177800,2599689,20400800,3099300.0
2017-12-07,49680900,26804977,4128800,,,26612280,,,37281400,50200,584200,978650,19876200,3260800.0
2017-12-08,41944200,15995526,4194100,,,13011508,,,39584500,158600,322800,802384,21502200,3085600.0
2017-12-11,27386700,18095397,1500800,,,14841555,,,21281600,61300,349000,1118758,14785300,2450200.0
2017-12-12,26736900,18194663,2385200,,,23042542,,,36201200,108000,440200,776472,17624400,2956100.0
2017-12-13,79630200,29550691,3945000,,,33989825,,,46828900,130800,1063600,1903968,21135300,4494700.0
2017-12-14,36831000,18741768,2273800,,,53442742,,,37177300,150100,620400,1361914,17718000,3491800.0
2017-12-15,48717600,23992850,3520700,,,37520221,,,55668300,121000,1161600,2543043,32954100,4659500.0
2017-12-18,16935900,20710924,2443100,,,22845832,,,42760400,84600,1191400,1349560,24339300,3202900.0
2017-12-19,29485200,13792349,1399100,,,20013647,,,22639700,60100,642400,1273631,14041000,2351600.0
2017-12-20,13708800,9314311,1950400,,,11164167,,,20149700,72200,836400,1429106,19218100,2219600.0
2017-12-21,30667800,17920759,2112000,,,25081548,,,47219400,152000,542800,1793388,11772500,3056400.0
2017-12-22,12114900,19216136,1237500,,,12626303,,,18708500,114900,466800,628830,10140000,1906900.0
2017-12-25,0,0,0,,,0,,,0,0,0,0,0,
2017-12-26,12257700,8691658,1728800,,,9616863,,,22173100,112600,399400,485106,9986600,1579700.0
2017-12-27,11873400,8025434,1479100,,,15724082,,,23552200,188800,310000,1270316,9943000,1792200.0
2017-12-28,16779000,10960896,2055400,,,21160039,,,19011500,225600,683200,943095,9963300,2083000.0
2017-12-29,0,0,0,,,0,,,0,0,0,0,0,0.0
2018-01-02,29013300,14794320,1901000,,,18394864,,,33461800,200400,436000,946711,14156500,2880300.0
2018-01-03,18920100,9683264,2100400,,,17684693,,,55940900,601200,468000,786716,12744200,3142200.0
2018-01-04,16965300,16803885,2349500,,,18738854,,,37064900,251500,548000,923811,18433000,3486100.0
2018-01-05,21964800,11602172,2585900,,,14207905,,,26958200,816700,768200,13018335,15251300,2747100.0
2018-01-08,20775600,11357609,2629300,,,14443380,,,28400000,1214600,581200,694214,14542800,2550800.0
2018-01-09,26400900,9807303,2931000,,,32567463,,,35070900,1063600,616800,1499612,15986200,3458600.0
2018-01-10,15398400,15648359,2248700,,,15897734,,,28547700,503100,1238000,478477,12149500,2759900.0
2018-01-11,21197400,11252369,1939600,,,18427721,,,37921500,390000,1040600,387181,10236300,3409400.0
2018-01-12,16437900,8755435,4540400,,,28372146,,,45912100,767800,1455200,979553,15014300,3577800.0
2018-01-15,17349000,11004644,833900,,,10464948,,,28945400,481200,609600,579416,7253400,1941000.0
2018-01-16,15227100,13154060,1985700,,,20932922,,,58618300,637600,1699000,1432119,20121900,2982500.0
2018-01-17,26711100,13036697,4783200,,,19662164,,,58488900,390900,2055400,692406,16490700,3341200.0
2018-01-18,25642500,15550323,3135400,,,28597245,,,48575800,195600,1416400,546874,10772100,3429600.0
2018-01-19,41801400,19189958,2872900,,,13232428,,,33470200,224700,1390200,704760,11173100,3123200.0
2018-01-22,26079600,15453341,2289500,,,26325069,,,33920000,193700,1095800,1220600,11580900,2693000.0
2018-01-23,30046800,33601622,2883400,,,17766691,,,35567700,227400,485600,919894,22075600,3711200.0
2018-01-24,48424200,36601035,3966000,,,36898388,,,89768200,338700,1340200,1027763,22096600,5503700.0
2018-01-25,0,0,0,,,0,,,0,0,0,0,0,
2018-01-26,58887900,34145915,3451100,,,49673845,,,81989500,487200,1210000,1242294,19259500,5410600.0
2018-01-29,26636700,21285261,3863000,,,21298816,,,55726200,1981800,448600,5578726,16752900,3889600.0
2018-01-30,30083700,21703232,2289400,,,32430703,,,46203000,682200,325000,625516,13180300,3566000.0
2018-01-31,33002400,31883178,5455800,,,34248213,,,41576600,847600,534000,1328770,22859700,4233500.0
2018-02-01,40254900,42657314,2639000,,,29347047,,,51950200,328600,822400,920196,21949700,4085300.0
2018-02-02,21531000,34889093,1879600,,,22743370,,,50657800,570100,890600,690297,17892300,3376900.0
2018-02-05,38991900,19859520,2338300,,,20760999,,,62268600,412700,1267600,1062413,22452800,3253600.0
2018-02-06,55308000,56699497,3065800,,,37793597,,,74146500,501700,1231600,789126,26037000,5599100.0
2018-02-07,27517800,23766032,4893400,,,32223041,,,61910300,310700,2381600,1206137,20560700,3886000.0
2018-02-08,32218800,21307574,4957900,,,35967873,,,51115100,220800,2130000,2817535,18928800,4011400.0
2018-02-09,39497400,23947170,4444400,,,29163596,,,68727600,224700,1308200,2462293,22760500,4283400.0
2018-02-14,40712100,25548954,2441300,,,26083398,,,43402800,127100,817600,954244,25905800,3910700.0
2018-02-15,41969700,11886090,1501400,,,13786817,,,31978000,123400,591400,1063920,31043100,3489300.0
2018-02-16,26903400,12653337,2728100,,,36271079,,,34736300,156000,817800,2004304,21107300,3475800.0
2018-02-19,15461400,9525844,6444600,,,16505444,,,40925500,140100,419400,774965,12756100,2088900.0
2018-02-20,37635900,20210553,7496200,,,55413440,,,67418700,156800,1061600,1550533,18417600,4078100.0
2018-02-21,74529300,38791036,3302500,,,42389106,,,55678400,158500,2600200,949423,24312600,4815500.0
2018-02-22,61907100,16135026,3495800,,,45199099,,,38170900,354900,1410000,1476712,14081800,3535700.0
2018-02-23,31942500,15156070,3902800,,,33190593,,,55755600,305600,1032000,1531249,17489800,4178600.0
2018-02-26,26043600,13407407,3030800,,,23229452,,,48160500,1197000,1054200,1624956,20374600,4047100.0
2018-02-27,26531100,11935636,1995800,,,15145626,,,42912500,459500,971600,982868,15063400,3534700.0
2018-02-28,42457800,32392334,4897400,,,71286100,,,66229400,315200,2241200,1274233,39459100,5947100.0
2018-03-01,22473900,16457245,2183400,,,26077777,,,66380900,210600,964200,1254045,25776000,4341300.0
2018-03-02,32560200,13088702,1846100,,,27548271,,,52682900,333900,722400,1540891,25236200,3884300.0
2018-03-05,20973300,12496620,2001700,,,19329271,,,54242600,235100,556200,1747287,16100600,3425200.0
2018-03-06,21160500,13732789,2016200,,,19268168,,,57240800,924400,568400,1667139,22342000,3608600.0
2018-03-07,21908100,15425933,3909700,,,21474053,,,50956600,382500,1327600,1929278,19334700,3456800.0
2018-03-08,27915600,17527209,3359400,,,18338950,,,36156800,307200,829000,1015409,19983100,3694700.0
2018-03-09,19676100,18565197,1851900,,,19625128,,,45560000,214100,1164800,991304,21077800,3481500.0
2018-03-12,17066100,11530490,2148000,,,14569908,,,32363900,430500,772800,452264,11838200,2602900.0
2018-03-13,14080500,14128272,2762500,,,13136739,,,34732800,675000,727600,690599,13838900,2735800.0
2018-03-14,19140600,13252271,1813500,,,12843188,,,31947600,531800,677800,598699,17936000,2561000.0
2018-03-15,24093300,23401120,3952900,,,26691828,,,81097800,1369100,988800,1544507,16039100,3840100.0
2018-03-16,32095500,34084950,6259200,,,27738640,,,57891900,380600,1213400,1255853,26802000,5446200.0
2018-03-19,23521800,16808102,3931500,,,17955042,,,42218400,228200,1314600,1104596,21861500,3330600.0
2018-03-20,16437300,12647715,4737200,,,14979036,,,30106800,197600,2492600,2455362,9322500,2682000.0
2018-03-21,18440700,19658529,2222600,,,19094660,,,53106300,308600,1133200,1687026,19798000,3260900.0
2018-03-22,17708100,17920408,3699800,,,13087309,,,50033300,699800,888000,766830,15229500,3241700.0
2018-03-23,21253500,18935205,6801700,,,20651188,,,52815800,352100,758600,810218,14983200,3176900.0
2018-03-26,15137100,14497752,2646800,,,13564024,,,30174900,698900,953600,788223,9850900,2355600.0
2018-03-27,11008200,10027796,3446500,,,13791861,,,43568100,228200,902400,2519842,11659800,2948400.0
2018-03-28,24956700,12477294,2340500,,,12305659,,,38539300,265300,1370200,1165762,19038400,2911400.0
2018-03-29,22453200,27092760,2659500,,,24848811,,,34318800,146700,1314600,796057,20347700,3150300.0
2018-04-02,16908000,12985715,2091100,,,15241747,,,37275000,214300,963600,894886,18944000,2598500.0
2018-04-03,25811400,21676719,2955700,,,12308397,,,39245800,235000,1020800,915676,13693900,2579000.0
2018-04-04,18963600,12782391,2777000,,,14428249,,,58475700,156300,663400,1271823,12440000,2948300.0
2018-04-05,25307400,38537081,1904100,,,17107534,,,88599000,188600,631400,926222,14686600,4257700.0
2018-04-06,24650700,13999458,2526900,,,16427625,,,47908900,240700,1499800,1275137,11282700,3069100.0
2018-04-09,19223700,18329467,3403700,,,17353529,,,44248900,170700,1070800,777074,11918100,3174800.0
2018-04-10,20749200,20090060,2754900,,,17366066,,,58545100,174900,1172200,1010287,22479700,3518700.0
2018-04-11,17442300,13541381,2363000,,,23633823,,,62378300,120500,1473400,1375774,17709600,3370600.0
2018-04-12,23610300,28981992,2461500,,,16236247,,,36238700,294600,1162800,1615013,9812400,2837000.0
2018-04-13,31692300,17707198,2252800,,,11798826,,,43347800,186800,848200,668904,15483300,3504200.0
2018-04-16,23166900,15979826,2761900,,,15055269,,,48474200,60200,728800,661673,11434200,2913400.0
2018-04-17,29961300,14813391,2069900,,,19489232,,,36570400,159900,1711600,1232954,13348000,2628600.0
2018-04-18,37932600,38906833,3602200,,,18330880,,,65237400,161500,1412000,1633092,27655600,4196900.0
2018-04-19,15412200,19068172,1940700,,,14341639,,,62475200,109300,1019600,1450499,16092700,3522500.0
2018-04-20,16987200,11970215,2259500,,,12510871,,,61494800,178600,1620400,743629,10188600,2990100.0
2018-04-23,18973500,9100366,2454600,,,8526674,,,37023300,193100,831600,2608126,11785300,2426000.0
2018-04-24,17004300,11295398,1960600,,,14261370,,,46710300,132600,724000,624009,15113400,2845000.0
2018-04-25,21787200,23200128,1715200,,,16819747,,,68160600,94200,817600,1165762,15525500,3218400.0
2018-04-26,10528500,34209628,1948200,,,23626906,,,56674700,53400,1422000,1620135,13273500,3138000.0
2018-04-27,11617500,16047228,1860300,,,16433389,,,37858300,147300,948000,1322443,14624200,0.0
2018-04-30,19695300,13858425,1872800,,,16281498,,,23681500,122200,2074200,1239281,8464400,2181000.0
2018-05-02,41768700,20946958,3084000,,,57009886,,,31778100,890200,2013600,1884383,16526500,3720600.0
2018-05-03,36514800,21102845,4226800,,,52334972,,,48855700,205600,1325600,1446280,14025900,3977800.0
2018-05-04,27396900,16202635,3766000,,,31787831,,,33599400,261300,1125600,2852788,14861100,3472900.0
2018-05-07,12980700,16279940,4391300,,,19824431,,,47815100,131400,1032000,1074767,15433900,2843000.0
2018-05-08,18279900,22512054,3152400,,,27974692,,,81198700,109100,1173600,1075972,22420400,3949500.0
2018-05-09,22731900,12173538,2301800,,,23606443,,,118032300,135200,1414000,1622847,16776100,4695400.0
2018-05-10,37714500,14180101,3382100,,,23645064,,,126907200,159600,1209400,3628356,14314200,4611100.0
2018-05-11,42809100,14556880,3327600,,,14443957,,,72996400,89400,786000,1045841,21432500,4379700.0
2018-05-14,45328800,18760072,4779200,,,19992895,,,66938700,106900,1319600,2105845,15847800,4080700.0
2018-05-15,45393300,20378674,2608700,,,25311403,,,75230200,375000,1731200,1426997,15954500,4405100.0
2018-05-16,23245500,12176094,3149100,,,15957539,,,64486500,101000,1414800,1404398,20944200,3707000.0
2018-05-17,56469300,29459395,2812300,,,33545103,,,112487000,345800,1327200,915676,20241200,5508600.0
2018-05-18,42391200,42002207,5141300,,,54257970,,,83206900,207500,974000,942794,22361100,5730200.0
2018-05-21,26393400,31932340,3746800,,,28014754,,,75971900,189100,712800,900008,22608800,4242200.0
2018-05-22,42010500,23688392,3269500,,,49717078,,,88109900,256500,1056800,1338412,20491700,4785500.0
2018-05-23,26270700,18810703,2046300,,,39787496,,,74622500,236300,1435200,961174,15703000,3875500.0
2018-05-24,52399800,16767245,5930300,,,29804739,,,240343800,335300,1079400,2594567,14500200,6182200.0
2018-05-25,62357700,23886285,3595700,,,24634520,,,131188100,179700,1214000,1360106,13141500,4650100.0
2018-05-28,30807900,13660372,3398500,,,21695982,,,134504900,304000,668200,733083,13832600,4176200.0
2018-05-29,48392400,20385063,6744400,,,32796742,,,181509800,326900,1210400,2267346,18697800,5972300.0
2018-05-30,64260000,39316515,7008100,,,62706249,,,125430000,197400,4757200,5322614,25861400,7442100.0
2018-06-01,58439400,23224246,4647000,,,48949432,,,216954700,203000,1258800,1366434,20424100,6044400.0
2018-06-04,53868000,16451958,2560700,,,24797456,,,93547600,148400,974400,1580664,13964100,4023100.0
2018-06-05,48615900,24472458,4916800,,,37794697,,,67006400,357700,2130600,1196797,16988600,4499800.0
2018-06-06,34543800,22191656,4590100,,,29046854,,,69496800,162800,2382000,906938,26835500,4871700.0
2018-06-07,113960700,34889396,5862100,,,95146503,,,118752700,315600,2803600,2498751,32389900,7919200.0
2018-06-08,71068500,32059158,2992300,,,48192988,,,91461500,246900,2009200,2313747,30421100,5952400.0
2018-06-11,21951000,16091151,2257700,,,23325573,,,44872500,122300,1167600,1061811,14362000,3564300.0
2018-06-12,46341000,19028721,2499700,,,36358449,,,69592600,383800,1329600,2126334,18403200,3889600.0
2018-06-13,40896600,22976680,3656600,,,44970960,,,72301200,211900,1483000,1914514,15599000,4360200.0
2018-06-14,49637100,40013693,2397900,,,33932561,,,57324600,411100,749400,2275180,18827200,4281600.0
2018-06-15,71646300,53285466,5022500,,,54625384,,,75239300,207800,2027000,6699293,36611400,6456800.0
2018-06-18,31444200,22808974,2170900,,,29754301,,,47363800,201600,835200,4650395,20490400,3475200.0
2018-06-19,75897000,35212989,3491200,,,46110081,,,97301500,273400,1473000,2461087,26764800,5185300.0
2018-06-20,26361300,28603615,2117200,,,27214697,,,88397300,109300,812400,1386320,14448400,4414600.0
2018-06-21,26095500,21106359,2833500,,,28572340,,,67884300,151200,1177400,2450240,13952800,3490800.0
2018-06-22,25596900,31857272,2134900,,,26427466,,,52184500,115500,977800,1788567,9632500,3054700.0
2018-06-25,36795300,27012645,2518700,,,26202000,,,60347200,86500,698000,776773,13800400,3346300.0
2018-06-26,34389300,23741419,4470800,,,23469552,,,59595900,136700,1569400,6861397,15460100,3502300.0
2018-06-27,25961400,19255523,2531100,,,21544641,,,78095000,114900,816400,1178417,14471100,3588900.0
2018-06-28,23102400,15723315,1507900,,,25263716,,,94960700,38400,1220000,1141055,16298400,3511400.0
2018-06-29,29117100,23760266,2684400,,,26300911,,,75735100,90900,1430400,3801609,12248000,3879400.0
2018-07-02,10821900,15750468,1180500,,,25690411,,,54545600,91300,529200,521263,8222800,2753900.0
2018-07-03,18852000,20965805,3413600,,,24491812,,,57456700,184500,799000,689092,11486600,3253800.0
2018-07-04,8211300,12568366,2396400,,,12271584,,,54211000,160000,519800,194645,6147000,2142100.0
2018-07-05,19614300,20764398,1548300,,,21231661,,,76084700,46100,486200,2836819,12179600,3562800.0
2018-07-06,23591400,16017999,1774500,,,13885611,,,33878700,20000,666000,1458333,8582200,0.0
2018-07-10,101908800,25825126,3426600,,,18675420,,,70886200,78700,1351200,1033488,10935700,3901000.0
2018-07-11,35381100,19724461,3373000,,,21159082,,,85806300,54200,588600,1324853,12912600,3766800.0
2018-07-12,28476000,23753558,5818300,,,16107649,,,49397900,65400,1746400,638171,20765500,3508500.0
2018-07-13,30768300,26517513,3972900,,,16066512,,,44951900,63200,1355600,840048,15555400,0.0
2018-07-16,41895600,15271308,1772700,,,23675366,,,62798900,90300,939400,914471,12550000,3134700.0
2018-07-17,40535100,21778940,8255300,,,31114695,,,40884300,282400,1046800,1388429,11553600,3882900.0
2018-07-18,29085900,18886890,2272400,,,34415459,,,40643800,91100,516400,1297735,9762900,3394300.0
2018-07-19,51744300,22265926,2397900,,,24352026,,,60404900,45300,837600,653538,20977000,3781100.0
2018-07-20,34470000,43679107,3615000,,,24538976,,,98035200,188400,855800,878916,16788900,4745200.0
2018-07-23,24777000,20498624,2062200,,,25764693,,,35231500,134700,930600,662276,8554600,2446800.0
2018-07-24,17777100,20255051,4331900,,,21763949,,,39934600,132900,2360000,1295927,20910300,3283200.0
2018-07-25,27557400,48499137,3779300,,,15874454,,,48759900,164700,1948200,940685,15263700,3472700.0
2018-07-26,15864300,33913986,2602000,,,16722997,,,48144300,97500,1635800,1650567,54299500,3596500.0
2018-07-27,10003500,26784884,1205800,,,16063630,,,36509400,115700,1277200,1079889,21543400,3015600.0
2018-07-30,16402500,14686254,1216700,,,19890263,,,37053900,188700,2902400,1059099,15527200,2631400.0
2018-07-31,21478500,17103456,2495500,,,31558159,,,38641200,128100,2316600,3383995,15921000,3354500.0
2018-08-01,20598600,18553075,3760000,,,17923692,,,39141700,74300,1232400,1378787,36906000,3227100.0
2018-08-02,21369000,12988909,1362600,,,13690015,,,69008900,220200,845600,1970858,19796400,3005500.0
2018-08-03,34804500,32439611,3290400,,,22316544,,,86908000,195500,2425200,2046186,15607700,3802600.0
2018-08-06,18038100,13496659,4671800,,,16059569,,,44528300,38500,1491000,1324250,11904900,2516600.0
2018-08-07,27900000,23513818,4160600,,,24949819,,,69136700,277700,3150400,4035726,19065600,3861200.0
2018-08-08,48976800,21775106,3176300,,,26557951,,,58211500,158100,3228800,2129045,13076000,3833800.0
2018-08-09,46320900,14525895,4620400,,,19928649,,,51253100,74900,1797400,1802728,12752800,3717400.0
2018-08-10,37475700,29139316,2436100,,,40156260,,,61789800,133000,1519200,1406809,14630800,0.0
2018-08-13,35200800,14440604,2810500,,,82847800,,,58306700,85400,2240000,641485,14720600,3958200.0
2018-08-14,17432400,18507075,2864700,,,25921379,,,55180600,61700,2145400,784306,17475600,3713000.0
2018-08-15,39278700,24697503,7262900,,,32835887,,,65651700,733400,2309200,664686,26625700,4386400.0
2018-08-16,15472800,12794051,7377900,,,18984600,,,51201600,146500,1670200,813231,20125600,3285400.0
2018-08-17,18794100,20858952,5370200,,,25174761,,,68328400,94600,2146200,432679,17343200,3742300.0
2018-08-20,28434300,16861480,4315500,,,29914393,,,56315600,99700,2279600,807506,14783600,3578100.0
2018-08-21,28327800,31138691,5041900,,,31192645,,,68735300,210200,2210000,794550,13378300,4077000.0
2018-08-22,31929000,18825876,2578900,,,19674623,,,56623700,280100,1289800,1839789,13073500,3610400.0
2018-08-23,26541900,21177434,4502400,,,31380380,,,56284100,198300,1560400,2069989,12263000,3866700.0
2018-08-24,26778300,11641511,2509400,,,18404494,,,37893000,118400,1166600,1870523,10971100,3159900.0
2018-08-27,13851600,14927431,1521900,,,20203374,,,35428000,120300,1583800,595686,11205300,2750600.0
2018-08-28,12690000,13109178,1278400,,,22833111,,,38079200,69100,1197200,769240,17875600,2964800.0
2018-08-29,18838800,12102942,1434500,,,16839333,,,71434300,56700,1084200,1253744,10292800,3127600.0
2018-08-30,18185700,24706927,2202700,,,29935879,,,63981900,79700,1552800,1162448,14432500,3546800.0
2018-08-31,24161700,18953812,2729500,,,35925203,,,75767400,59400,2311600,1131413,15000000,4145600.0
2018-09-03,9808200,8012194,1453500,,,10864550,,,25401600,103200,660800,431172,4356600,1673300.0
2018-09-04,12770400,14768509,2265200,,,16643082,,,39759800,54500,895400,1565297,10521800,3162300.0
2018-09-05,24375000,18032228,2899200,,,21467215,,,53967300,53800,1118000,815642,7100000,2830400.0
2018-09-06,26851800,20384265,3026800,,,25847228,,,54304300,43100,2743000,3017002,12479400,3298500.0
2018-09-10,19395900,33457187,1811000,,,18518340,,,58578100,42400,2235800,2126032,9341300,3105200.0
2018-09-11,32277600,21427396,2147400,,,18969796,,,56495200,215100,1823200,929235,10347800,0.0
2018-09-12,25377900,23259704,3723500,,,25608138,,,59695700,38300,1677800,1936208,14230800,3709100.0
2018-09-13,25372800,13329113,2358200,,,18235754,,,36808700,66900,1059600,1935003,14353500,3062100.0
2018-09-14,29655300,21348334,2651600,,,17743817,,,55756300,214300,1395600,3131800,17021500,3231700.0
2018-09-17,16729200,15075491,2510500,,,18434495,,,71289500,132600,1181800,13752925,12096900,3397600.0
2018-09-18,22163700,19103470,3354200,,,34588652,,,72959100,121900,1470000,2815125,20647900,4167000.0
2018-09-19,15594300,21024582,4268400,,,38913249,,,60563700,178700,1254600,2292656,12451900,3780800.0
2018-09-20,25571700,15624129,6593600,,,26202917,,,56206900,131000,1348200,913868,11264600,3137600.0
2018-09-21,49987200,28994770,4356600,,,48613788,,,58517300,260100,2017200,1009684,23057600,4666800.0
2018-09-24,30160500,15144490,2573200,,,18617645,,,54332900,85000,1255800,1831955,9008600,0.0
2018-09-25,31189200,31067137,2261200,,,30687344,,,54462300,145600,997000,1475809,16840000,3700400.0
2018-09-26,19428000,24086574,2583600,,,26265539,,,60060800,185200,2130200,2366476,24600600,3735300.0
2018-09-27,42419100,21252662,2513200,,,56088489,,,104177300,184400,1319800,1631585,20631400,4475000.0
2018-09-28,26190600,15520950,2869400,,,45994793,,,91254600,66300,1294600,3257747,14753000,4061400.0
2018-10-01,24711300,12234711,1660600,,,17871157,,,56540400,102600,746800,2471633,8976500,3134400.0
2018-10-02,38606400,34841959,3945500,,,35854589,,,127231800,269300,743000,1648157,20530200,5929900.0
2018-10-03,38317800,59115885,5337300,,,50746609,,,152189200,329400,1529400,1116649,26674700,7618600.0
2018-10-04,26465700,24886771,7628800,,,53532378,,,99743300,452600,1973800,1344739,14396500,4935600.0
2018-10-05,27039600,31184691,3521500,,,44388234,,,104693400,157100,801200,1528236,20202600,5394800.0
2018-10-08,110932800,61743918,17118200,,,70272407,,,188109000,370200,2250400,618887,26384200,9999000.0
2018-10-09,38891700,35844362,3938900,,,57030179,,,90128800,343600,1102600,1060304,17830500,6461000.0
2018-10-10,27198900,29962034,2811200,,,43674891,,,82688000,104000,2476000,1138042,14135900,0.0
2018-10-11,51494700,27053852,3857500,,,39285576,,,119307500,122700,1067400,1705707,15976400,5188700.0
2018-10-15,29059200,23334932,4386000,,,28390500,,,92331900,171400,957000,1703598,16290900,4782900.0
2018-10-16,31468800,30352549,4789900,,,34492230,,,74144800,283800,1716000,3957385,15825800,4811300.0
2018-10-17,38461200,30397271,7165500,,,28967986,,,80990300,211400,1382800,644197,21832000,4858600.0
2018-10-18,45586800,22166740,3973800,,,34438516,,,56268900,216000,3102000,937069,17237800,4085300.0
2018-10-19,23727900,11544561,3443800,,,31615017,,,61858300,383800,1789600,1629777,13429700,3753500.0
2018-10-22,22370400,14200705,2951200,,,20381415,,,63678000,223600,1261600,4366864,14084400,3873700.0
2018-10-23,22110600,15043547,4268200,,,22930975,,,77457300,213700,1563000,3144154,20763100,4388100.0
2018-10-24,18875700,22560609,4929700,,,20321020,,,93377100,387500,1118800,2210097,17954800,4679200.0
2018-10-25,40530900,29407646,5407600,,,27176574,,,79732200,102900,2149000,2094395,29494700,0.0
2018-10-26,41625600,39156955,5418100,,,50137157,,,110184900,151600,1900200,2361053,26630300,6471500.0
2018-10-29,89685000,49942846,5703200,,,45392284,,,160890100,189700,2187600,4752538,26198300,7733900.0
2018-10-30,64838700,40421298,3577200,,,62316511,,,107525500,160700,2302800,1925361,23799200,6556900.0
2018-10-31,40821000,31402070,5074000,,,36778987,,,84131500,126300,1719200,2834107,26626000,5889800.0
2018-11-01,81056400,64765661,4639400,,,27241947,,,98037100,162100,3365200,1961819,20420000,5878400.0
2018-11-05,29765700,32364862,6223300,,,25270921,,,60389900,181500,2493800,3337895,15491800,4620800.0
2018-11-06,25939800,31382743,6691000,,,17739231,,,95344400,111400,1968800,2382145,11211000,0.0
2018-11-07,32884800,33333564,3296700,,,23764845,,,95817100,240200,1359800,2114281,12982500,4371300.0
2018-11-08,32883600,25262912,5372900,,,28068350,,,119096300,118300,1143200,1966339,16743700,5297700.0
2018-11-09,32346000,24888848,3542000,,,22100904,,,94206400,106600,945600,842157,29209700,4814400.0
2018-11-12,19904100,18200573,1681100,,,19514530,,,63162600,132300,615000,1293818,15985200,3534000.0
2018-11-13,34457700,20710892,2881700,,,24402465,,,112776300,327400,1701800,1103391,18790200,4410700.0
2018-11-14,25522800,33974999,2830200,,,23270549,,,104423900,157400,1943000,3372546,28360900,5591600.0
2018-11-16,32432400,36361535,3707500,,,41634562,,,100628900,133100,933800,816244,19633700,5184200.0
2018-11-19,18831300,15467923,3909300,,,22798001,,,79946400,52500,1389600,2902504,12979700,3642100.0
2018-11-21,30164700,21664899,4514700,,,23609338,,,77228100,167300,1478600,3899534,18590600,4140600.0
2018-11-22,8375400,10421570,2101000,,,9453325,,,31253600,108000,751800,944903,9255400,2244500.0
2018-11-23,16458000,16182191,3499600,,,16740159,,,77961200,234300,982600,727961,33531500,4148700.0
2018-11-26,32177400,25024769,2864800,,,24773481,,,62111600,152100,1166200,6639935,30327300,4557300.0
