Date,B3SA3.SA,BBDC4.SA,BBSE3.SA,BMOB3.SA,INTB3.SA,ITSA4.SA,LWSA3.SA,MLAS3.SA,PETR4.SA,POSI3.SA,PSSA3.SA,TOTS3.SA,VALE3.SA,^BVSP
2015-01-02,2.050201416015625,7.163647174835205,11.844792366027832,,,2.2961130142211914,,,2.4183802604675293,1.3984005451202393,8.409375190734863,9.894804954528809,9.982887268066406,48512.0
2015-01-05,1.9941484928131104,7.1784210205078125,11.489644050598145,,,2.3036253452301025,,,2.2116808891296387,1.467287302017212,8.393096923828125,9.590773582458496,9.832765579223633,47517.0
2015-01-06,2.013552188873291,7.414568901062012,11.977483749389648,,,2.321152925491333,,,2.139335870742798,1.4259551763534546,8.28730297088623,8.991007804870605,10.22683048248291,48001.0
2015-01-07,2.0933167934417725,7.709232330322266,11.786251068115234,,,2.4087905883789062,,,2.2401018142700195,1.4397324323654175,8.300868034362793,8.927436828613281,10.60212516784668,49463.0
2015-01-08,2.0652923583984375,7.748929977416992,11.751127243041992,,,2.4338295459747314,,,2.384791612625122,1.4948421716690063,8.246611595153809,9.134732246398926,10.714715957641602,49943.0
2015-01-09,2.0113961696624756,7.412477493286133,11.368659019470215,,,2.348695755004883,,,2.457136392593384,1.5155081748962402,8.11911678314209,9.040759086608887,10.484846115112305,48840.0
2015-01-12,1.9531887769699097,7.280821323394775,11.630141258239746,,,2.3086321353912354,,,2.2840254306793213,1.5223968029022217,7.8939619064331055,9.590773582458496,10.62088680267334,48140.0
2015-01-13,1.957499623298645,7.303807735443115,11.388171195983887,,,2.316143274307251,,,2.3486194610595703,1.4948421716690063,7.777316093444824,9.25910758972168,10.55990219116211,48042.0
2015-01-14,1.9963051080703735,7.381133079528809,11.193036079406738,,,2.328664779663086,,,2.3021113872528076,1.4948421716690063,7.969917297363281,9.190007209777832,9.710795402526855,47646.0
2015-01-15,1.9876818656921387,7.305900573730469,11.41549015045166,,,2.323655605316162,,,2.405460834503174,1.4190665483474731,7.663383483886719,9.010354995727539,9.823385238647461,48026.0
2015-01-16,2.0480446815490723,7.376952648162842,11.825278282165527,,,2.3662233352661133,,,2.439049482345581,1.4948421716690063,7.799017906188965,9.673694610595703,10.264357566833496,49017.0
2015-01-19,1.9359421730041504,7.2223076820373535,11.55208683013916,,,2.258554458618164,,,2.3692896366119385,1.460398554801941,7.758327484130859,8.92190933227539,10.15645980834961,47758.0
2015-01-20,1.9747470617294312,7.199313163757324,11.384270668029785,,,2.3036253452301025,,,2.405460834503174,1.4535099267959595,7.755613327026367,9.176193237304688,10.198680877685547,47877.0
2015-01-21,2.0652923583984375,7.374859809875488,11.844792366027832,,,2.396270751953125,,,2.55790114402771,1.4535099267959595,7.921087741851807,9.673694610595703,10.358184814453125,49224.0
2015-01-22,2.153681755065918,7.456361293792725,11.872111320495605,,,2.4213099479675293,,,2.643165349960327,1.460398554801941,8.018744468688965,9.665403366088867,10.278430938720703,49443.0
2015-01-23,2.117032289505005,7.391580581665039,11.766737937927246,,,2.403782606124878,,,2.5785717964172363,1.4466211795806885,7.888535976409912,9.535499572753906,9.626351356506348,48775.0
2015-01-26,2.0911619663238525,7.51069974899292,11.696486473083496,,,2.4012794494628906,,,2.539815902709961,1.460398554801941,8.045870780944824,9.342023849487305,9.185378074645996,48577.0
2015-01-27,2.129967451095581,7.5232415199279785,11.544280052185059,,,2.4012794494628906,,,2.6199111938476562,1.4466211795806885,8.029597282409668,9.24528694152832,8.913291931152344,48591.0
2015-01-28,2.082538604736328,7.3665032386779785,11.282796859741211,,,2.351200580596924,,,2.353785991668701,1.4121780395507812,7.836994647979736,9.466402053833008,8.861687660217285,47695.0
2015-01-29,2.1234993934631348,7.266188144683838,11.520864486694336,,,2.336176633834839,,,2.2401018142700195,1.3846232891082764,7.693222522735596,9.107089042663574,8.467625617980957,47762.0
2015-01-30,1.9833697080612183,7.048855781555176,11.626237869262695,,,2.2886006832122803,,,2.144503355026245,1.3846232891082764,7.459928512573242,9.278451919555664,8.730331420898438,46908.0
2015-02-02,2.009239673614502,7.121998310089111,11.700389862060547,,,2.3111369609832764,,,2.2711069583892822,1.3984005451202393,7.270039081573486,9.397300720214844,9.260437965393066,47651.0
2015-02-03,2.0652923583984375,7.385618209838867,11.80966854095459,,,2.3862545490264893,,,2.5759873390197754,1.4328440427780151,7.351421356201172,9.834000587463379,9.790547370910645,48964.0
2015-02-04,2.1019415855407715,7.571721076965332,11.7823486328125,,,2.4738929271698,,,2.588906764984131,1.3915120363235474,7.484343528747559,9.742793083190918,9.640426635742188,49301.0
2015-02-05,2.0868496894836426,7.450435161590576,11.762834548950195,,,2.4738929271698,,,2.539815902709961,1.3984005451202393,7.676945209503174,10.033003807067871,9.59351634979248,49234.0
2015-02-06,2.032954216003418,7.481809139251709,11.446715354919434,,,2.503941059112549,,,2.356369972229004,1.3915120363235474,7.497906684875488,10.088281631469727,9.579442024230957,48792.0
2015-02-09,2.032954216003418,7.55917501449585,11.727707862854004,,,2.4864118099212646,,,2.4287147521972656,1.4121780395507812,7.61726713180542,10.248586654663086,10.128313064575195,49383.0
2015-02-10,2.013552188873291,7.401123523712158,11.438909530639648,,,2.453861951828003,,,2.3021113872528076,1.4259551763534546,7.595562934875488,10.17672348022461,9.570058822631836,48510.0
2015-02-11,1.9337865114212036,7.201608180999756,11.50915813446045,,,2.407465934753418,,,2.3460352420806885,1.4397324323654175,7.600990295410156,9.947321891784668,9.898447036743164,48240.0
2015-02-12,1.9984608888626099,7.48723840713501,11.805764198303223,,,2.4382004737854004,,,2.441633462905884,1.4397324323654175,7.7284836769104,9.98878288269043,10.123621940612793,49533.0
2015-02-13,2.022174835205078,7.686753749847412,12.016122817993164,,,2.522717237472534,,,2.591489791870117,1.4466211795806885,7.7203474044799805,10.11591911315918,10.545831680297852,50636.0
2015-02-18,2.0782270431518555,7.770764350891113,12.13632869720459,,,2.5611321926116943,,,2.59407377243042,1.4466211795806885,7.7149224281311035,10.25411319732666,10.653727531433105,51280.0
2015-02-19,2.082538604736328,7.753965377807617,12.661206245422363,,,2.556011438369751,,,2.50881028175354,1.4466211795806885,7.866833209991455,10.240296363830566,10.36756420135498,51294.0
2015-02-20,2.0933167934417725,7.772868633270264,12.757365226745605,,,2.5611321926116943,,,2.490725040435791,1.460398554801941,7.861408233642578,9.999835968017578,10.611507415771484,51238.0
2015-02-23,2.0674471855163574,7.848470687866211,12.821473121643066,,,2.579061508178711,,,2.4545528888702393,1.460398554801941,8.16523265838623,9.986015319824219,10.142388343811035,51281.0
2015-02-24,2.1450581550598145,7.93457555770874,13.089921951293945,,,2.6021127700805664,,,2.55790114402771,1.4466211795806885,8.387673377990723,10.102100372314453,10.339415550231934,51874.0
2015-02-25,2.129967451095581,7.978687763214111,13.18208122253418,,,2.6123573780059814,,,2.4287147521972656,1.460398554801941,8.745748519897461,10.129739761352539,10.386332511901855,51811.0
2015-02-26,2.1623051166534424,7.995489597320557,13.246185302734375,,,2.6277239322662354,,,2.384791612625122,1.5912832021713257,8.620963096618652,10.016419410705566,9.96881103515625,51761.0
2015-02-27,2.173084020614624,7.896771430969238,12.885580062866211,,,2.58418345451355,,,2.467471122741699,1.4810646772384644,8.496180534362793,9.590773582458496,9.96881103515625,51583.0
2015-03-02,2.0803821086883545,7.789665699005127,13.06187629699707,,,2.562382221221924,,,2.433882236480713,1.5292854309082031,8.477192878723145,9.62681770324707,9.645120620727539,51021.0
2015-03-03,2.1234993934631348,7.806621074676514,13.125982284545898,,,2.567512273788452,,,2.4726381301879883,1.5017309188842773,8.300868034362793,9.609861373901367,9.753019332885742,51304.0
2015-03-04,2.1407463550567627,7.644818305969238,12.725314140319824,,,2.5469932556152344,,,2.3951265811920166,1.5086194276809692,8.352409362792969,9.468538284301758,9.565366744995117,50468.0
2015-03-05,2.0782270431518555,7.632209300994873,12.629151344299316,,,2.536733627319336,,,2.3873746395111084,1.556840181350708,8.327993392944336,9.663561820983887,9.14785099029541,50365.0
2015-03-06,2.0846946239471436,7.539749622344971,12.20043659210205,,,2.4828693866729736,,,2.389958143234253,1.5361741781234741,8.387673377990723,9.519414901733398,9.190071105957031,49981.0
2015-03-09,2.0717601776123047,7.323307037353516,11.96003246307373,,,2.418745756149292,,,2.3046953678131104,1.5155081748962402,8.138104438781738,9.519414901733398,9.16661548614502,49181.0
2015-03-10,2.050201416015625,7.0795464515686035,12.000100135803223,,,2.3597517013549805,,,2.2013461589813232,1.5086194276809692,8.25475025177002,9.406357765197754,8.960206031799316,48293.0
2015-03-11,2.099785089492798,7.291783332824707,12.236495971679688,,,2.439265251159668,,,2.258188247680664,1.5292854309082031,8.523308753967285,9.406357765197754,8.847615242004395,48906.0
2015-03-12,2.0760715007781982,7.161498546600342,11.952021598815918,,,2.449524164199829,,,2.188427209854126,1.4948421716690063,8.569422721862793,9.525068283081055,8.847615242004395,48880.0
2015-03-13,2.0803821086883545,7.0732421875,11.827808380126953,,,2.431570053100586,,,2.154839038848877,1.5017309188842773,8.300868034362793,9.338521957397461,8.856995582580566,48596.0
2015-03-16,2.149369478225708,7.178307056427002,12.060201644897461,,,2.439265251159668,,,2.167757511138916,1.5155081748962402,8.528733253479004,9.426146507263184,8.866379737854004,48848.0
2015-03-17,2.3132128715515137,7.459897041320801,12.637162208557129,,,2.498258590698242,,,2.2891931533813477,1.5017309188842773,8.721334457397461,9.35548210144043,9.326117515563965,50285.0
2015-03-18,2.425316333770752,7.754088878631592,13.089921951293945,,,2.595726490020752,,,2.377040386199951,1.4948421716690063,8.764739990234375,9.680521965026855,9.190071105957031,51526.0
2015-03-19,2.388667345046997,7.623805046081543,13.109957695007324,,,2.5982911586761475,,,2.3046953678131104,1.4948421716690063,8.802717208862305,9.779447555541992,8.983658790588379,50954.0
2015-03-20,2.453343152999878,7.741479873657227,13.101940155029297,,,2.588031530380249,,,2.3822078704833984,1.474176049232483,8.954626083374023,9.748356819152832,9.499691009521484,51967.0
2015-03-23,2.418849468231201,7.722570419311523,13.142005920410156,,,2.58546781539917,,,2.4106295108795166,1.4328440427780151,9.1824951171875,9.892504692077637,9.560678482055664,51908.0
2015-03-24,2.3627963066101074,7.64902400970459,13.166050910949707,,,2.580336809158325,,,2.433882236480713,1.4466211795806885,9.345254898071289,9.864237785339355,9.185378074645996,51506.0
2015-03-25,2.3369266986846924,7.653221130371094,13.125982284545898,,,2.5982911586761475,,,2.53206467628479,1.4052894115447998,9.385947227478027,9.881195068359375,9.269822120666504,51858.0
2015-03-26,2.3778879642486572,7.417868614196777,12.709284782409668,,,2.5239081382751465,,,2.4106295108795166,1.3570687770843506,9.196057319641113,9.892504692077637,8.875761032104492,50580.0
2015-03-27,2.399446725845337,7.21193265914917,12.773390769958496,,,2.4751741886138916,,,2.4183802604675293,1.3846232891082764,9.413074493408203,9.999909400939941,8.60836124420166,50095.0
2015-03-30,2.4468748569488525,7.363232612609863,13.162044525146484,,,2.5521230697631836,,,2.50881028175354,1.370845913887024,9.740874290466309,9.960338592529297,8.735024452209473,51243.0
2015-03-31,2.3972904682159424,7.451488494873047,13.170055389404297,,,2.5598177909851074,,,2.495892286300659,1.3432914018630981,9.865226745605469,10.401260375976562,8.416022300720215,51150.0
2015-04-01,2.5266406536102295,7.693567276000977,13.402451515197754,,,2.649590253829956,,,2.6509170532226562,1.4052894115447998,9.809957504272461,10.146881103515625,8.228375434875488,52322.0
2015-04-02,2.5913162231445312,7.774060249328613,13.811128616333008,,,2.695758819580078,,,2.762017250061035,1.3570687770843506,10.053133010864258,10.42952823638916,8.444170951843262,53123.0
2015-04-06,2.5676016807556152,7.849748611450195,14.420151710510254,,,2.7444937229156494,,,2.7671847343444824,1.3364026546478271,10.265913963317871,10.42952823638916,8.505155563354492,53737.0
2015-04-07,2.502927303314209,7.89264440536499,13.943350791931152,,,2.7393648624420166,,,2.821444034576416,1.3364026546478271,10.254860877990723,10.330598831176758,8.913291931152344,53729.0
2015-04-08,2.582693338394165,7.890125751495361,13.542682647705078,,,2.7342336177825928,,,2.7310118675231934,1.3432914018630981,10.155381202697754,10.339078903198242,8.79601001739502,53661.0
2015-04-09,2.582693338394165,7.748819351196289,13.602784156799316,,,2.682935953140259,,,2.9919700622558594,1.377734661102295,10.155381202697754,10.27407169342041,8.819465637207031,53803.0
2015-04-10,2.6064083576202393,7.779097557067871,14.187760353088379,,,2.7008895874023438,,,3.051396131515503,1.3846232891082764,10.102876663208008,10.240156173706055,8.641200065612793,54214.0
2015-04-13,2.61934232711792,7.799286842346191,14.151702880859375,,,2.698324680328369,,,3.170247793197632,1.3846232891082764,10.36263370513916,10.217544555664062,8.556756973266602,54240.0
2015-04-14,2.602095603942871,7.907783031463623,13.983420372009277,,,2.685499906539917,,,3.219339609146118,1.4190665483474731,10.13603401184082,10.34472942352295,8.79601001739502,53982.0
2015-04-15,2.681861639022827,7.9935760498046875,14.428165435791016,,,2.726539373397827,,,3.4467082023620605,1.4259551763534546,10.279728889465332,10.372995376586914,9.014969825744629,54919.0
2015-04-16,2.6499407291412354,7.996097564697266,14.500285148620605,,,2.7137153148651123,,,3.3536934852600098,1.4535099267959595,10.094585418701172,10.11861801147461,8.753240585327148,54674.0
2015-04-17,2.6499407291412354,7.758917331695557,14.183757781982422,,,2.682935953140259,,,3.3459420204162598,1.4397324323654175,10.061423301696777,10.2062349319458,8.627227783203125,53955.0
2015-04-20,2.612985610961914,7.716022491455078,14.031501770019531,,,2.654719591140747,,,3.3769476413726807,1.467287302017212,10.04207992553711,10.372995376586914,8.593300819396973,53761.0
2015-04-22,2.654289960861206,7.779097557067871,14.219815254211426,,,2.6752400398254395,,,3.358861207962036,1.467287302017212,9.873513221740723,10.45778751373291,9.42694091796875,54617.0
2015-04-23,2.6825499534606934,7.978433609008789,14.624497413635254,,,2.706019401550293,,,3.3252720832824707,1.5017309188842773,10.003393173217773,10.463441848754883,10.221809387207031,55685.0
2015-04-24,2.7738518714904785,8.200477600097656,14.460220336914062,,,2.795792579650879,,,3.415703296661377,1.5155081748962402,10.171957969665527,10.528450012207031,11.244477272033691,56594.0
2015-04-27,2.739069938659668,8.046560287475586,13.815135955810547,,,2.772707462310791,,,3.234842300415039,1.5017309188842773,9.851409912109375,10.50018310546875,11.370492935180664,55535.0
2015-04-28,2.7303733825683594,8.200477600097656,14.035504341125488,,,2.754754066467285,,,3.299435615539551,1.5223968029022217,9.790616035461426,10.25428581237793,10.929435729980469,55812.0
2015-04-29,2.6586363315582275,7.955718517303467,13.887258529663086,,,2.7419283390045166,,,3.31235408782959,1.5430628061294556,10.196830749511719,10.231674194335938,10.231505393981934,55325.0
2015-04-30,2.704287528991699,8.119732856750488,14.099616050720215,,,2.721407890319824,,,3.374363899230957,1.570617437362671,10.41513729095459,9.835975646972656,10.977907180786133,56229.0
2015-05-04,2.7651560306549072,8.16010856628418,14.067560195922852,,,2.7470598220825195,,,3.562976360321045,1.62619149684906,10.619622230529785,10.3164701461792,12.010263442993164,57354.0
2015-05-05,2.7781996726989746,8.192671775817871,14.07957935333252,,,2.7142274379730225,,,3.728335380554199,1.6616977453231812,10.597516059875488,10.542581558227539,13.115324974060059,58052.0
2015-05-06,2.7781996726989746,7.990691184997559,14.404125213623047,,,2.6860127449035645,,,3.562976360321045,1.5693812370300293,10.677658081054688,10.698036193847656,12.082963943481445,57103.0
