Date,ALSO3.SA,BBDC4.SA,BBSE3.SA,BMOB3.SA,INTB3.SA,ITSA4.SA,LJQQ3.SA,LWSA3.SA,MLAS3.SA,POSI3.SA,PSSA3.SA,SQIA3.SA,TOTS3.SA
2019-06-19,,20888447,3966100,,,29102008,,,,49500,1259000,,3808233
2019-06-21,,23594503,5125900,,,33556042,,,,111000,885800,,8897908
2019-06-24,,12982973,5657700,,,31058099,,,,1142000,1025400,,3638618
2019-06-25,,20308531,4439400,,,64175786,,,,444000,1023800,,3732147
2019-06-26,,17154726,3531500,,,119756879,,,,167400,1296000,,3393818
2019-06-27,,13366833,3273700,,,35636329,,,,138000,2336400,,5560027
2019-06-28,,22523048,2527200,,,23558507,,,,188800,2093200,,5137191
2019-07-01,,15761435,2838300,,,13074012,,,,228500,740400,,2659117
2019-07-02,,18177200,4941300,,,18468033,,,,99300,1562200,,6274879
2019-07-03,,15631130,3688100,,,18541267,,,,166900,928200,,5182903
2019-07-04,,19060053,2729700,,,21683248,,,,119300,1674600,,6186462
2019-07-05,,17271854,2352300,,,12821558,,,,99600,1254400,,5903168
2019-07-08,,12413172,2539900,,,11625449,,,,143700,750400,,3944167
2019-07-10,,27363230,5040900,,,29974002,,,,245700,2046400,,8314177
2019-07-11,,26312139,5244700,,,19548854,,,,159400,852400,,4657214
2019-07-12,,23367036,5596500,,,41150616,,,,139600,1564600,,5043361
2019-07-15,,15665736,3017200,,,24797325,,,,129600,1240800,,4164306
2019-07-16,,12215252,2358600,,,18680005,,,,124200,1685600,,5842419
2019-07-17,,17275847,5836400,,,16370060,,,,117600,744000,,2989627
2019-07-18,,18491716,4717800,,,18287110,,,,69900,1048600,,4212123
2019-07-19,,19097853,5371500,,,16251890,,,,118200,720200,,8292224
2019-07-22,,18066062,3850900,,,20553691,,,,98300,1489400,,2155082
2019-07-23,,19371507,3154800,,,18526594,,,,82700,1149400,,4615412
2019-07-24,,23880802,3491700,,,21293104,,,,108100,2340000,,4495418
2019-07-25,,71658244,4354600,,,29770153,,,,84200,1007800,,4281594
2019-07-26,,33354860,6482400,,,24413076,,,,128900,1131400,,1986067
2019-07-29,,19152291,2700400,,,17563025,,,,519300,735000,,2678966
2019-07-30,,40448158,2944700,,,21727398,,,,577200,435400,,2917751
2019-07-31,,42927545,3008700,,,35085699,,,,158800,1218000,,3571854
2019-08-01,,39146440,3794900,,,37230705,,,,145800,2526800,,3670195
2019-08-02,,32229765,2809900,,,27985945,,,,404100,2185600,,2450706
2019-08-05,,27430179,2996100,,,25552066,,,,909000,2769600,,3023310
2019-08-06,,37678081,5122700,,,32396746,,,,427400,1806000,,4234679
2019-08-07,,42189505,7711700,,,39898304,,,,859300,2599400,,3763123
2019-08-08,,25420635,6969600,,,47927171,,,,261900,1962000,,20154498
2019-08-09,,19384018,4741300,,,26352136,,,,251100,1160800,,12154891
2019-08-12,,29025516,3406000,,,27985421,,,,204400,1772400,,5497173
2019-08-13,,22951098,5181600,,,29732291,,,,110800,2105200,,4736609
2019-08-14,,29252185,3758400,,,39564624,,,,233000,2625200,,5051781
2019-08-15,,29948032,5448400,,,46672632,,,,446800,2537000,,5514315
2019-08-16,,19358729,2944100,,,23915636,,,,170600,1645600,,5788888
2019-08-19,,32985640,2536800,,,24882480,,,,350700,1842400,,2847980
2019-08-20,,21706480,1636700,,,20854356,,,,276400,2097000,,2561377
2019-08-21,,25938128,1797000,,,32579110,,,,137900,1540000,,3262095
2019-08-22,,16565093,1312300,,,17466602,,,,169100,1013400,,2183050
2019-08-23,,29252451,2319500,,,26517469,,,,164500,3678200,,3482234
2019-08-26,,21668813,1816700,,,34241348,,,,196500,2125800,,3668992
2019-08-27,,32621345,4170800,,,56475619,,,,199500,3374800,,4332418
2019-08-28,,17731715,2308000,,,17098730,,,,256600,2033600,,5604837
2019-08-29,,21709275,2066600,,,34144271,,,,729700,2789800,,3107215
2019-08-30,,36239536,2979600,,,29817316,,,,329100,2440600,,5048774
2019-09-02,,12854798,1191100,,,14117496,,,,217800,2327600,,2577617
2019-09-03,,18683247,1989300,,,22126582,,,,162800,2467000,,3825375
2019-09-04,,17994853,1897600,,,21642504,,,,1609700,2630600,,6159396
2019-09-05,,26544931,2363500,,,39005610,,,,1264100,1993400,,2597767
2019-09-06,,32827784,1609000,,,33761332,,,,904000,2088800,,1815249
2019-09-09,,32587006,3957900,,,32812567,,,,419300,2564000,,5861366
2019-09-10,,27172365,2887400,,,24563736,,,,722300,1717000,,2783321
2019-09-11,,19352473,2170500,,,17139867,,,,864700,2545200,,2723775
2019-09-12,,24002056,2124300,,,52015560,,,,472300,1640400,,2960155
2019-09-13,,28031259,1749400,,,35112818,,,,230400,1191600,,2574911
2019-09-16,,20793547,1689500,,,41762164,,,,572600,1367600,,2725279
2019-09-17,,24177215,1608400,,,21678139,,,,838600,1489200,,3596214
2019-09-18,,18018811,3177900,,,17650670,,,,259800,1137600,,1781867
2019-09-19,,19203534,3695900,,,27904196,,,,154700,1426000,,4442789
2019-09-20,,39010279,6498900,,,42143924,,,,380500,1656000,,7417379
2019-09-23,,17156323,1699800,,,15385005,,,,239900,1237800,,6322095
2019-09-24,,15409120,1569600,,,17646477,,,,223000,1889400,,3605537
2019-09-25,,12891001,1757000,,,19294567,,,,316600,1218600,,5601228
2019-09-26,,19977511,3645900,,,22823679,,,,203500,1067400,,4834048
2019-09-27,,18152444,1730800,,,12957807,,,,150800,1159400,,3897252
2019-09-30,,19269951,3760100,,,22254315,,,,289900,1593200,,3450958
2019-10-01,,18953040,2735600,,,27268673,,,,393400,1206200,,3407952
2019-10-02,,25454443,3512800,,,27462959,,,,99200,1656600,,2985717
2019-10-03,,22194291,1994800,,,26716340,,,,113000,2050400,,7482339
2019-10-04,,18406931,2283900,,,27003904,,,,147700,872600,,7053187
2019-10-07,,29808410,3033100,,,28731516,,,,139900,1307800,,3395622
2019-10-08,,22898790,3340000,,,24595833,,,,120100,1451800,,5239441
2019-10-09,,18797979,3495100,,,16331412,,,,133000,814800,,5930836
2019-10-10,,15544216,3086500,,,12983223,,,,139800,716000,,4091227
2019-10-11,,21677863,4190200,,,26170689,,,,339300,688600,,5894447
2019-10-14,,15452510,3024400,,,17009382,,,,150800,754600,,4825928
2019-10-15,,26255439,3445200,,,25536083,,,,450800,970000,,3382991
2019-10-16,,27560617,3273700,,,23988739,,,,320400,904400,,3092178
2019-10-17,,28942595,2267200,,,19748774,,,,250100,739400,,3699066
2019-10-18,,17146208,2520900,,,15663661,,,,150800,977200,,4048522
2019-10-21,,16341086,1710900,,,15212860,,,,320800,948600,,3179693
2019-10-22,,38381381,3130300,,,30566423,,,,110700,689400,,9103913
2019-10-23,,36496419,2806600,,,28600900,,,,426800,868800,,4290315
2019-10-24,,28947120,3791500,,,19859869,,,,1362200,1136000,,3905672
2019-10-25,,21644988,1450800,,,15348978,,,,567700,573200,,3455770
2019-10-28,,50467127,2671100,,,12273942,,,,313300,2239800,,2731595
2019-10-29,,27647665,2913300,,,18644370,,,,663400,1175600,,11370569
2019-10-30,,25465490,2878400,,,22458427,,,,429100,654000,,6985220
2019-10-31,,51040389,2454400,,,30242701,,,,855200,2861000,,3128868
2019-11-01,,29501881,1991300,,,18454408,,,,892300,1239400,,2893993
2019-11-04,,15937394,4281300,,,15912053,,,,1041900,1087000,,3305702
2019-11-05,,30057706,6204400,,,27076614,,,,994000,2673200,,4756157
2019-11-06,,16237800,3748100,,,24810688,,,,554100,1552400,,4462036
2019-11-07,,13497937,1892000,,,28653959,,,,856300,932600,,5140499
2019-11-08,,29049873,3020500,,,22255232,,,,1590400,2247600,,3960707
2019-11-11,,23574139,2170800,,,20413774,,,,974200,1744200,,4614209
2019-11-12,,19981903,2927500,,,20504301,,,,611700,2472000,,6504943
2019-11-13,,20086653,3395700,,,29050391,,,,1630700,3258400,,6529303
2019-11-14,,24764985,3254300,,,16190316,,,,2225500,2040800,,4549250
2019-11-18,,25034645,3112600,,,18841015,,,,1751700,3553000,,6961763
2019-11-19,,15653092,1543900,,,22816735,,,,2014600,1333000,,6884172
2019-11-21,,38837115,4808200,,,22211737,,,,5207600,3158600,,6798162
2019-11-22,,22091538,2419000,,,19730826,,,,10536500,1586400,,3862366
2019-11-25,,19302162,2427300,,,27549686,,,,4955900,1216400,,2347854
2019-11-26,,42977457,4286900,,,49345864,,,,5794000,2258000,,3397427
2019-11-27,,23903562,2949400,,,19738817,,,,3201500,1358800,,2820312
2019-11-28,,20297750,1074600,,,15489812,,,,2222600,693400,,3037745
2019-11-29,,18767100,1372000,,,19825152,,,,1792500,1029000,,5370863
2019-12-02,,15525848,2520100,,,17508525,,,,1419300,1923400,,4143856
2019-12-03,,19495556,5016000,,,19228538,,,,2318400,920600,,3970631
2019-12-04,,22446117,2103500,,,21064756,,,,8997700,1091200,,4593458
2019-12-05,,23276794,4455800,,,18201692,,,,13003800,1484000,,2870535
2019-12-06,,26245855,1690200,,,22794464,,,,7442400,668200,,3816654
2019-12-09,,26372167,1983500,,,20487794,,,,3124500,879400,,6416226
2019-12-10,,29095660,1997500,,,21858145,,,,3911000,794600,,4901713
2019-12-11,,34195519,2404200,,,27083164,,,,8510600,1055400,,6756961
2019-12-12,,18787597,2023600,,,30331525,,,,13688900,748600,,5730846
2019-12-13,,31059151,2589000,,,28225429,,,,5365900,568400,,3501482
2019-12-16,,35736817,2936900,,,27785109,,,,2650700,904400,,5734154
2019-12-17,,27434705,3047900,,,22338816,,,,2693300,993400,,3539675
2019-12-18,,64706165,4795900,,,50329871,,,,1977400,1513600,,3720418
2019-12-19,,43858712,2978300,,,29776310,,,,1707300,1822800,,6684483
2019-12-20,,29786715,3446100,,,30983424,,,,3733700,1859000,,4675860
2019-12-23,,13666574,1784500,,,13581147,,,,1726300,788600,,4049725
2019-12-26,,13913608,3617000,,,13275372,,,,1500200,497000,,4930284
2019-12-27,,13847724,2005200,,,12793784,,,,856000,974400,,10198897
2019-12-30,,9923270,1299200,,,16286607,,,,901800,892600,,11476127
2020-01-02,,25031584,3930900,,,23954677,,,,831500,875000,,10977505
2020-01-03,,39999078,4209200,,,28588716,,,,1239400,1591200,,18487512
2020-01-06,,33675497,3613900,,,26559130,,,,1123900,1090600,,6981010
2020-01-07,,19775066,2705700,,,26292265,,,,2072100,757400,,7438732
2020-01-08,,28306110,3163600,,,25396427,,,,1013900,846200,,5422891
2020-01-09,,30779241,2642600,,,34129729,,,,1421000,981000,,6348560
2020-01-10,,26446970,3212800,,,32839686,,,,926500,866400,,5833397
2020-01-13,,21719790,4647100,,,30182306,,,,666400,1344800,,4959455
2020-01-14,,18941860,3673600,,,22719920,,,,682200,1570000,,6553362
2020-01-15,,28302783,3603200,,,22992942,,,,496900,1346000,,4143555
2020-01-16,,32815006,1947700,,,18135533,,,,533900,898400,,4524589
2020-01-17,,29995016,2298000,,,14158240,,,,610600,890200,,6146164
2020-01-20,,18649572,1488800,,,19738817,,,,663300,868400,,2289511
2020-01-21,,31255074,2704800,,,21003837,,,,1359800,1514200,,5349210
2020-01-22,,23771926,1737000,,,21885919,,,,5077800,1274000,,4133932
2020-01-23,,38929221,2792100,,,30557515,,,,2951700,693200,,3909281
2020-01-24,,17851638,1972800,,,14371522,,,,1831900,1626400,,5117643
2020-01-27,,18971275,3837500,,,21272536,,,,1011200,1297600,,4715557
2020-01-28,,16647083,2891000,,,18321041,,,,1133800,751800,,4865324
2020-01-29,,21514683,4452500,,,24391722,,,,1235500,1921400,,4893293
2020-01-30,,21038983,3237300,,,24851693,,,,1328500,2203200,,8180650
2020-01-31,,23105760,3888200,,,30965476,,,,9618000,1982200,,6514567
2020-02-03,,20154401,5295300,,,18230514,,,,4731900,2016800,,8362897
2020-02-04,,27380134,3063100,,,17121525,,,,3751400,1735800,,6441487
2020-02-05,,52370324,4403900,,,33267823,,,,3590600,2329200,,6694107
2020-02-06,,31171620,2726400,,,20416394,,86956800.0,,4752300,1418600,,7641729
2020-02-07,,30296088,5436200,,,25802030,,12471600.0,,2855800,1706000,,6007825
2020-02-10,,32551069,6401600,,,27803974,,12146800.0,,9422900,2411600,,4994942
2020-02-11,,36211052,5170200,,,38388821,,13196000.0,,4037400,1425800,,6374122
2020-02-12,,65565592,11955800,,,38653852,,9556000.0,,2521400,1845400,,7795406
2020-02-13,,25560923,6433000,,,18320910,,4396800.0,,1582400,2084600,,8098549
2020-02-14,,29435464,4105500,,,17508525,,4862400.0,,4558200,668600,,5792497
2020-02-17,,14387045,4574200,,,13468086,,2898000.0,,2458300,940600,,9282852
2020-02-18,,34812571,3451300,,,102946499,,3286400.0,,1716200,599000,,14214339
2020-02-19,,36195879,3025100,,,53925011,,6237200.0,,1635500,1313200,,7006572
2020-02-20,,27882985,4621600,,,33023754,,1832400.0,,2001900,1426000,,9126468
2020-02-21,,21578305,3963300,,,23647723,,6730800.0,,1656700,963000,,5416876
2020-02-26,,38676996,7677600,,,54873907,,7857200.0,,2166700,1428000,,8569503
2020-02-27,,47990536,7304400,,,56528416,,6326000.0,,4371300,2034800,,11984974
2020-02-28,,55779548,7323200,,,62674296,,5031600.0,,5433500,2514200,,11978659
2020-03-02,,44379000,5088200,,,31575583,,2798000.0,,4206300,1625000,,9943872
2020-03-03,,41219739,6875900,,,41893566,,3279200.0,,2654000,1563400,,5901664
2020-03-04,,38989515,4747200,,,22831277,,7484000.0,,2361600,1973800,,6062559
2020-03-05,,32076434,7050600,,,33295859,,3642800.0,,5292000,2232400,,4460833
2020-03-06,,40149215,8295200,,,45162757,,8596800.0,,3945600,2283800,,9563139
2020-03-09,,61036066,7993600,,,59798524,,4211200.0,,2404500,2014800,,10069580
2020-03-10,,44294615,9851900,,,62249304,,2349600.0,,4370400,2414600,,6828235
2020-03-11,,47226275,6325700,,,59652973,,2027600.0,,3221900,2169000,,10803378
2020-03-12,,51490932,6799800,,,68327583,,1163200.0,,2520700,2333600,,5281544
2020-03-13,,79427025,11014500,,,76160723,,6545600.0,,3291500,3366200,,8158396
2020-03-16,,61220542,9896400,,,68015651,,21936000.0,,2181200,1393200,,6901314
2020-03-17,,72201692,12420300,,,78349093,,1926800.0,,3912500,2643200,,4601879
2020-03-18,,78717070,13173100,,,74853257,,4954400.0,,4430600,1654200,,12901922
2020-03-19,,72420907,13699100,,,81639114,,8774400.0,,4612000,2023800,,12149177
2020-03-20,,67041671,10444900,,,71318642,,2835200.0,,3285200,1715400,,18024978
2020-03-23,,70904765,8664300,,,66697573,,5378000.0,,2885600,855400,,7523239
2020-03-24,,49044688,6921500,,,57830773,,3478000.0,,3130600,1590400,,6882067
2020-03-25,,47534934,5479500,,,64980835,,4454400.0,,5571000,1582600,,6893495
2020-03-26,,51020557,5461100,,,54879148,,1597600.0,,5137800,1214000,,11674012
2020-03-27,,42285204,6214900,,,44494351,,2057600.0,,4625400,1144800,,19704896
2020-03-30,,42414843,5648300,,,42626953,,1450000.0,,4127900,2183400,,8605892
2020-03-31,,52023599,5590600,,,61520240,,1315600.0,,3239500,1422000,,9342999
2020-04-01,,34088640,6117400,,,45255118,,4519200.0,,1745200,1930800,,9192330
2020-04-02,,39838294,4939900,,,29242319,,6638400.0,,3959400,918800,,6199394
2020-04-03,,54433374,5185600,,,38245105,,15550000.0,,4660200,1046200,,9379689
2020-04-06,,75409934,3483400,,,35790133,,7346400.0,,3293100,1364400,,4089122
2020-04-07,,49370250,4871500,,,56181374,,10064400.0,,4577900,2002400,,10445802
2020-04-08,,45025201,3829000,,,39888085,,6474000.0,,7792400,1599200,,6556970
2020-04-09,,50273467,3433400,,,30652365,,5905600.0,,9638600,587000,,10940214
2020-04-13,,42999286,2939200,,,22838483,,10228800.0,,3363100,548200,,4472562
2020-04-14,,41663446,4110200,,,27636152,,4073600.0,,3889700,2074800,,7873297
2020-04-15,,43839147,4937700,,,33273063,,806000.0,,4601800,1637200,,7805029
2020-04-16,,35433640,3287900,,,41536305,,1594000.0,,3191100,1093000,,8660627
2020-04-17,,32352012,4408400,,,31899568,,3591600.0,,2218500,1000800,,9674111
2020-04-20,,50772084,3486900,,,27053294,,3608400.0,,2188400,1526200,,5095087
2020-04-22,,52473465,3289400,,,36332116,,4714400.0,,3154900,2502200,,7537674
2020-04-23,,51634451,3781000,,,42573370,,1685200.0,,8293800,1147400,,4519477
2020-04-24,,88260909,7935900,,,77658153,,3102400.0,,4904500,2057000,,8176139
2020-04-27,,53192084,4433700,,,37073363,,2719200.0,,2761200,1200400,,5241847
2020-04-28,,69331911,5563100,,,45564823,,6683200.0,,4684000,1128800,,8366205
2020-04-29,,44718333,4021800,,,39915335,,3305200.0,,12909900,698800,,6553362
2020-04-30,,85093250,5883800,,,40530421,,5458400.0,,21376000,1232400,,5435823
2020-05-04,,53674269,5023800,,,31704758,,1476000.0,,5720400,1117400,,5330865
2020-05-05,,62144511,4075600,,,51645460,,2322000.0,,6494600,1429200,,5893143
2020-05-06,,50904216,15822200,,,33640542,,5102800.0,,4779300,2341000,,4814800
2020-05-07,,85305726,16986600,,,72501389,,1921200.0,,5329400,1943400,,8721776
2020-05-08,,48497526,4356100,,,44283820,,2640000.0,,4303000,790400,,5583484
2020-05-11,,37148936,6867600,,,35694366,,1185200.0,,4647700,1161000,,5369360
2020-05-12,,49303265,3656500,,,48671563,,1250800.0,,4166800,2153800,,4142653
2020-05-13,,65038105,4993600,,,58577523,,3506000.0,,4266300,2268200,,7177291
2020-05-14,,82827525,6237800,,,76445405,,4411200.0,,4990400,4764800,,4741320
2020-05-15,,48846974,6455400,,,40151674,,2641600.0,,4974400,2934000,,6818311
2020-05-18,,58094641,3821100,,,54143141,,2408000.0,,6585200,2309000,,6183455
2020-05-19,,42144179,4496100,,,48971442,,3159600.0,,9004400,2553600,,5212976
2020-05-20,,33736010,4386800,,,32610683,,2825200.0,,3679600,2545200,,3593006
2020-05-21,,63209795,3804200,,,53452463,,4003600.0,,4545100,1381600,,4471158
2020-05-22,,51975913,4263400,,,57928899,,2886400.0,,4125400,1425000,,2313269
2020-05-25,,50529600,3053700,,,28631163,,3346800.0,,4113700,890800,,2722272
2020-05-26,,73392187,3994800,,,62472280,,3362800.0,,4170300,1345200,,5826179
2020-05-27,,38394873,3266900,,,34833115,,4638000.0,,4347700,1023400,,5485444
2020-05-28,,44381711,3956500,,,27170023,,3574000.0,,4958400,1407800,,5161149
2020-05-29,,85059733,9394900,,,73013633,,21586000.0,,2977600,3622400,,7490960
2020-06-01,,73584335,2198600,,,51084219,,4270800.0,,5372000,1505400,,5520129
2020-06-02,,57911810,3943600,,,47521175,,10264800.0,,5510100,1713800,,5788487
2020-06-03,,92530636,6600800,,,63525852,,4429600.0,,5685400,3103000,,6840265
2020-06-04,,70904185,3932400,,,56543220,,3927200.0,,10158200,1893600,,6470458
2020-06-05,,88795971,5096700,,,63057103,,2526000.0,,8102400,1913200,,8355278
2020-06-08,,70020280,3516700,,,37217080,,4798000.0,,10426300,2002000,,6860815
2020-06-09,,62607457,4323300,,,42013963,,2868400.0,,10875200,1363200,,5750694
2020-06-10,,74329574,5795000,,,52687110,,3106400.0,,10376700,1294400,,5813348
2020-06-12,,89793858,5770500,,,62133099,,4526800.0,,6915300,2941400,,5459080
2020-06-15,,81559324,4971800,,,39483661,,3527600.0,,8579400,1817800,,4225256
2020-06-16,,63720657,5503400,,,29291054,,5032000.0,,5339000,1686800,,4474065
2020-06-17,,65846627,7660600,,,35524185,,3264800.0,,5058900,838400,,6851893
2020-06-18,,66061281,4583600,,,39810528,,5300000.0,,4457200,2276800,,7436025
2020-06-19,,89256255,10344900,,,53728367,,20819200.0,,5787400,3109800,,8496224
2020-06-22,,45392424,6705000,,,44103683,,3246000.0,,7415500,2141600,,3882215
2020-06-23,,44536712,5114100,,,38595160,,3969600.0,,7165600,1197800,,3903066
2020-06-24,,55327613,4339900,,,41136205,,3606400.0,,6861000,931000,,3358230
2020-06-25,,49717932,3730300,,,34998317,,9038400.0,,5341500,994200,,3135785
2020-06-26,,55023540,2681600,,,54286333,,10282400.0,,5012000,1058400,,2304047
2020-06-29,,59291694,3823000,,,58446514,,4614800.0,,7912400,1140600,,1427097
2020-06-30,,54322829,4817200,,,50999587,,5162000.0,,5078100,1896400,,5119547
2020-07-01,,40633494,4175900,,,33573204,,14030000.0,,4272900,1270000,,5880011
2020-07-02,,45546578,3056400,,,39328678,,10916800.0,,7216100,1591400,,3996796
2020-07-03,,15265844,1567400,,,13862946,,4390400.0,,8242300,782400,,1901059
2020-07-06,,69057483,5161700,,,33858672,,8811200.0,,7273500,1007600,,3435319
2020-07-07,,67814208,6546100,,,56864191,,10132400.0,,4370900,1336600,,5796507
2020-07-08,,63011960,3977700,,,28872481,,8924800.0,,3595900,996600,,4225456
2020-07-09,,97748398,3240600,,,30298249,,6836400.0,,3327500,1034000,,3645735
2020-07-10,,83139221,5101200,,,21053489,,5826800.0,,3550700,1016400,,2863017
2020-07-13,,45588807,3345000,,,27340203,,5120400.0,,3366200,2520000,,3070926
2020-07-14,,46757788,2963100,,,25061831,,5881600.0,,3835600,1132800,,2759262
2020-07-15,,57340932,3863200,,,26625027,,7528800.0,,3444700,1470000,,3844021
2020-07-16,,36847041,2089600,,,17684994,,4878400.0,,1799300,1009400,,3213877
2020-07-17,,54564466,12396200,,,27361558,,3715200.0,,2309300,878600,,4897102
2020-07-20,,48562745,5383700,,,37869241,,5074000.0,,3350300,1933200,,3183201
2020-07-21,,77298188,4550900,,,35107840,,5379200.0,,3257500,1612000,,3081352
2020-07-22,,50483015,3262900,,,88822976,,5913200.0,,2071900,1275600,,7334576
2020-07-23,,37550656,2985500,,,39244439,,3418000.0,,2749000,1066400,,3802419
2020-07-24,,34986303,2760600,,,51944029,,6252000.0,,10195000,1407800,,4960357
2020-07-27,,66450296,3566500,,,61000136,,2609200.0,,3376200,834000,,3180495
2020-07-28,,51909000,2934500,,,35568335,,2229200.0,,2267000,940200,,4376426
2020-07-29,,56100440,2538200,,,33102097,,5248400.0,,3039900,1107200,,3934042
2020-07-30,,79453077,2296500,,,45263241,,2764400.0,,3067300,1289800,,5507599
2020-07-31,,92756543,4300000,,,45068431,,8328800.0,,3496500,2483200,,6768088
2020-08-03,,67604394,5776500,,,34076801,,11636400.0,,3076400,3197400,,6928782
2020-08-04,,82536278,6990100,,,80923020,,8253200.0,,5974800,4516400,,5718515
2020-08-05,,45419286,3547300,,,47258765,,9760400.0,,9133700,2734000,,4959255
2020-08-06,,50515322,3465000,,,31541521,,9519200.0,,2721800,1600200,,14862327
2020-08-07,,70822510,4273900,,,45650371,,8673600.0,,1905600,2115000,,6308862
2020-08-10,,35251898,4363100,,,28339538,36216360.0,5927600.0,,2095200,1464000,,10172933
2020-08-11,,38937074,3774900,,,23626631,6744923.0,8915200.0,,2825700,2869000,,7179396
2020-08-12,,53486114,10232100,,,47590741,10832267.0,4982400.0,,2732400,2088600,,7089375
2020-08-13,,39513639,4966900,,,43616985,6112301.0,10233600.0,,3320400,1707200,,5865075
2020-08-14,,40462037,3598900,,,28742258,3189379.0,3644800.0,,3990600,1736800,,12604192
2020-08-17,,61115406,4932300,,,46913295,1798463.0,8139600.0,,4109800,1190000,,7470610
2020-08-18,,50875902,4784100,,,39471477,2166656.0,6744800.0,,2052700,3367000,,4668742
2020-08-19,,64540311,3635300,,,29626043,1741967.0,7183600.0,,2865200,1757800,,3681623
2020-08-20,,41295606,3658400,,,42043702,1963186.0,3840800.0,,4438200,2104400,,7703180
2020-08-21,,29621405,1938000,,,29268782,2065428.0,2794800.0,,1638000,1499800,,6513163
2020-08-24,,38914326,2450700,,,25884828,977586.0,3651200.0,,1348700,2009600,,3213576
2020-08-25,,30182361,2089400,,,29385380,1179027.0,7399600.0,,1366600,3156600,,2846075
2020-08-26,,46002990,4547700,,,31032683,588499.0,12299200.0,,1764500,2462800,,4437576
2020-08-27,,42850335,7626400,,,28233814,1144845.0,15322000.0,,1576900,2048000,,4701322
2020-08-28,,43992212,5222500,,,27659472,856478.0,8714400.0,,965600,2316200,,3406148
2020-08-31,,57366705,5866300,,,51085398,730502.0,5498400.0,,2133500,4601800,,3898455
2020-09-01,,50020311,6693100,,,33173234,1659301.0,8484800.0,,1839200,3297200,,8137244
2020-09-02,,33742060,3027400,,,33599275,1907095.0,8549600.0,,1219600,1610600,,6493715
2020-09-03,,129192789,4838300,,,49893874,973428.0,17020400.0,,3337400,1874200,,9075844
2020-09-04,,57514809,3416400,,,31937167,1662546.0,24851600.0,,1415000,1769000,,13714012
2020-09-08,,33833173,3396700,,,29856225,637287.0,14081200.0,,2004800,2469000,,7413169
2020-09-09,,35740012,2225700,,,21647352,1031953.0,6108800.0,,929900,1605200,,5502386
2020-09-10,,56327799,2749100,,,35083603,3058737.0,6220000.0,,1360700,1311800,,3691046
2020-09-11,,47278451,6854000,,,33610017,1055282.0,12129600.0,,1664300,2383600,,4221346
2020-09-14,,68687586,3569300,,,22843461,708390.0,5750000.0,,2037100,1701400,,3625987
2020-09-15,,45286791,4826100,,,37967104,842887.0,6287200.0,,1493100,656800,,3463288
2020-09-16,,42998197,2175700,,,37805571,2691660.0,3182400.0,,2749700,834000,,3314824
2020-09-17,,30859114,3639300,,,37808715,1033373.0,4180800.0,,1654300,824200,,3638217
2020-09-18,,76123157,6042400,,,47922979,583833.0,3850400.0,,1161900,1482600,,3662376
2020-09-21,,57832434,4115400,,,50388170,657472.0,4514000.0,,1924800,1688200,,4235380
2020-09-22,,30436824,3572300,,,30525680,1182476.0,5404800.0,,2033900,1106000,,4527998
2020-09-23,,32262351,5733700,,,31151377,1767730.0,5616800.0,,1940200,890800,,5640123
2020-09-24,,41345700,4716700,,,34360173,1319306.0,5336800.0,,1696600,2278800,,4831040
2020-09-25,,20911462,3466000,,,18605592,864086.0,4510800.0,,1093300,822200,,3568446
2020-09-28,,83360409,4488200,,,40535661,616697.0,3753600.0,,2295200,1795000,,4110173
2020-09-29,,55956329,9204400,,,32879382,511615.0,3052400.0,,2196000,1737000,,3549098
2020-09-30,,39182704,3561600,,,35603839,613552.0,6990000.0,,2411400,1900200,,6343447
2020-10-01,,29290107,5711800,,,29844566,1447615.0,11267200.0,,2445100,1863400,,4512961
2020-10-02,,62918911,4622700,,,33851204,1019680.0,8187200.0,,2149800,1241800,,3343595
2020-10-05,,41923233,4210000,,,40460986,1570650.0,4346800.0,,1493100,956600,,3731846
2020-10-06,,36957998,3965300,,,35232953,1545394.0,3696000.0,,1912500,977600,,5427101
2020-10-07,,35786960,4666500,,,26986087,1267475.0,3655600.0,,1686700,2776600,,4814199
2020-10-08,,79523136,4771900,,,63009285,537682.0,3806800.0,,1991200,1515200,,5413568
2020-10-09,,86877032,3095400,,,44458061,548941.0,3247200.0,,2684000,1132600,,4794852
2020-10-13,,36440965,3980000,,,29482327,2081961.0,5906400.0,,2049200,2199800,,5248263
2020-10-14,,34703768,3584300,,,25175678,2113202.0,11471200.0,,1612000,2408800,,3713401
2020-10-15,,41188642,3843900,,,24923748,1446905.0,5456400.0,,1977600,2288400,,5233126
2020-10-16,,28485820,4138000,,,40913359,1749675.0,6323600.0,,1945200,2061600,,3759614
2020-10-19,,62748180,4261900,,,36670511,1074047.0,5837200.0,,1580000,2108600,,4218740
2020-10-20,,78651694,3725100,,,37806095,1376107.0,4731600.0,,1399800,4658600,,5378181
2020-10-21,,76419244,5292800,,,39740176,1507256.0,5122800.0,,1165500,2886400,,3986170
2020-10-22,,81425740,3670000,,,68155699,1225888.0,3311200.0,,1041900,1859600,,3779964
2020-10-23,,77700150,2044900,,,46960851,2180450.0,3704800.0,,434400,986600,,2629244
2020-10-26,,47649921,2451100,,,31130809,1047269.0,3138800.0,,1390300,1204400,,5029427
2020-10-27,,94080404,3200700,,,41995753,1408463.0,3665200.0,,2625300,1755200,,3981257
