Country Code,Country Name,ano,abertura_comercial_pct_pib,acesso_eletricidade_pct,celulares_por_100,crescimento_pib_pct,gasto_pesquisa_desenvolvimento_pct_pib,gasto_publico_educacao_pct_pib,pib_per_capita_usd,usuarios_internet_pct
IND,India,2024,44.6492935069676,,79.3526921826412,6.49476552383821,,,2694.73780859961,64.9434967
JPN,Japan,2015,35.4274083544798,100.0,126.150959704287,1.56062669680782,3.24071,3.31221008300781,34960.6393843385,91.0580283929962
JPN,Japan,2016,31.3102468455884,100.0,131.214861037498,0.753826745789127,3.10665,3.14643001556396,39375.4731620781,93.1827212821617
JPN,Japan,2017,34.4232135721686,100.0,135.985843116605,1.67533175173359,3.16636,3.13057994842529,38834.0529341227,91.7265472366635
JPN,Japan,2018,36.609931802107,100.0,141.728728918149,0.643391023533141,3.2192,3.07782006263733,39751.1330982711,88.7463508901772
JPN,Japan,2019,35.2164181084145,100.0,147.209910756974,-0.402169200894946,3.21824,3.15533995628357,40415.9567649547,92.7303978145525
JPN,Japan,2020,31.335208636773,100.0,154.432206765516,-4.16876457146743,3.26556,3.30628991127014,40028.7341726762,90.21945812
JPN,Japan,2021,36.7384462280698,100.0,159.516123485628,2.69657404187188,3.27383,3.33663988113403,40094.5599795288,82.91407928
JPN,Japan,2022,46.8129868368938,100.0,168.602943650636,0.941998775483285,3.40053,,34065.6438962526,84.92343147
JPN,Japan,2023,45.1508795641248,100.0,178.432441299977,1.47503481053384,3.44125,,33836.1756271617,85.00990295
JPN,Japan,2024,46.4069516150859,,,0.104309021773304,,,32487.0778047567,85.54153081
MEX,Mexico,2015,70.412974676264,99.0,88.9454290232153,2.70232342550646,0.41477,5.05087995529175,10021.2386118827,57.4310429923633
MEX,Mexico,2016,75.6903034088551,99.5,91.3941924453661,1.77249323845399,0.37601,4.75795984268188,9097.92397674769,59.5404459967255
MEX,Mexico,2017,76.9521260407254,100.0,92.6493518556478,1.87172853327193,0.31955,4.39752006530762,9649.27816772402,53.0317886110982
MEX,Mexico,2018,80.2126616568975,99.5,96.4612204576614,1.97208209405635,0.29816,4.13944005966187,10084.7937562021,56.6595667981289
MEX,Mexico,2019,77.4619722571128,99.6,97.0358606795758,-0.392690505066824,0.27629,,10369.5553585271,69.6321092705209
MEX,Mexico,2020,76.8545557056016,99.4,96.9237451881936,-8.35403458167995,0.29185,4.4996600151062,8841.27075039868,71.49017499
MEX,Mexico,2021,83.0692976357895,100.0,99.09481491263,6.0484834621255,0.27305,4.23823976516724,10314.0506722115,75.62650476
MEX,Mexico,2022,88.7984855867186,100.0,105.720624125765,3.70975709163623,0.25727,4.05987977981567,11405.7940473759,78.63217894
MEX,Mexico,2023,73.5788616365245,99.7,111.735420288549,3.35354140652768,0.26746,,13860.9597809326,81.18318755
MEX,Mexico,2024,74.5889079825143,,116.486713265167,1.42742769080466,0.25372,,14185.7812248529,83.12233799
USA,United States,2015,27.8235649187872,100.0,101.831958781319,2.94555045484053,2.77328,4.93064022064209,56572.9188996063,74.5542024462761
USA,United States,2016,26.6079620604584,100.0,102.751864866695,1.81945147788167,2.83677,4.78327989578247,57638.1018367192,85.5444212887222
USA,United States,2017,27.3130208877206,100.0,102.380562632686,2.45762229852507,2.88315,5.09296989440918,59635.0984397965,87.2748891687657
USA,United States,2018,27.6103792720958,100.0,103.935307364,2.96650506901305,2.98956,4.89502000808716,62499.8744390068,88.498903165152
USA,United States,2019,26.4537594940475,100.0,105.32074052965,2.58382533412825,3.14297,4.95746994018555,64746.4506778863,89.4302848575712
USA,United States,2020,23.4015629969394,100.0,103.855170008567,-2.16302914036166,3.41788,5.39530992507935,63515.9491807833,90.34470367
USA,United States,2021,25.6095576621932,100.0,106.324514306135,6.05505293244555,3.4689,5.42038011550903,70205.050916026,91.2684021
USA,United States,2022,27.3139397355363,100.0,108.785640656159,2.51237531986017,3.48736,,76657.2488844403,92.72850037
USA,United States,2023,25.2903297883366,100.0,112.410910606372,2.88755600749487,3.44716,,81032.262117545,93.52559662
USA,United States,2024,25.3786342507088,,113.190481805755,2.79300127716779,,,84534.0407841548,94.69380188
