pais,ano,pib_per_capita_usd,crescimento_pib_pct,abertura_comercial_pct_pib,usuarios_internet_pct,celulares_por_100,gasto_publico_educacao_pct_pib,gasto_pesquisa_desenvolvimento_pct_pib,acesso_eletricidade_pct
ISR,2018,42362.6652754196,4.00389862187025,58.7437542387448,83.7331569615326,125.733440171505,6.06919002532959,4.91965,100.0
ISR,2019,44250.6313628073,3.71049632750405,56.325348642584,86.7878776180583,135.143345507015,6.06899976730347,5.35528,100.0
ISR,2020,44575.5719045492,-2.02161548237589,51.2366737920366,90.12734091,139.425860895034,6.51824998855591,5.83209,100.0
ISR,2021,52270.9040241956,9.38837403354628,54.9016842006986,90.29689758,139.775312861878,6.16727018356323,5.75725,100.0
ISR,2022,54949.621556429,6.26326343841286,60.6448526742952,91.85079615,151.1379631075,5.93291997909546,6.17831,100.0
ISR,2023,52003.7200729997,1.82652049482384,57.9903207136983,87.03842615,153.336641345572,,6.34589,100.0
ISR,2024,54176.6844383302,0.871968424377442,54.4520002969727,88.18242225,177.393104798636,,,
ITA,2015,30639.8829751432,0.885667635240807,55.4356858148221,58.1417349568747,144.763979440074,4.05422019958496,1.33213,100.0
ITA,2016,31391.5692898108,1.23622108511661,54.4321467018313,61.3242527666303,142.127307324616,3.795490026474,1.35915,100.0
ITA,2017,32844.115660604,1.60369995294101,57.5829940274911,63.0773469984291,138.882433107903,4.02662992477417,1.36393,100.0
ITA,2018,34904.1081923834,0.826646712344115,59.2749835128154,74.3871829234822,138.264671531909,4.24094009399414,1.41934,100.0
ITA,2019,33812.788724868,0.429162533780342,58.6941902594738,67.8507102874836,132.181234381376,4.07843017578125,1.45558,100.0
ITA,2020,32091.4866621366,-8.86822122185345,53.9394839042764,70.48342785,129.49000571147,4.41803979873657,1.49869,100.0
ITA,2021,36852.5425414951,8.93106210800055,60.3019776202798,74.8623274,130.781488497698,4.17118978500366,1.41065,100.0
ITA,2022,35653.9042103495,4.82117669913565,72.0165023032697,85.06074504,131.673965640047,4.06775999069214,1.36563,100.0
ITA,2023,39277.0838783918,0.975694840127005,65.1071778763174,87.0278292,131.871674517747,,1.37935,100.0
ITA,2024,40385.3413957669,0.692676948440536,62.8237685119526,89.2207202,132.575141676252,,,
JPN,2015,34960.6393843385,1.56062669680782,35.4274083544798,91.0580283929962,126.150959704287,3.31221008300781,3.24071,100.0
JPN,2016,39375.4731620781,0.753826745789127,31.3102468455884,93.1827212821617,131.214861037498,3.14643001556396,3.10665,100.0
JPN,2017,38834.0529341227,1.67533175173359,34.4232135721686,91.7265472366635,135.985843116605,3.13057994842529,3.16636,100.0
JPN,2018,39751.1330982711,0.643391023533141,36.609931802107,88.7463508901772,141.728728918149,3.07782006263733,3.2192,100.0
JPN,2019,40415.9567649547,-0.402169200894946,35.2164181084145,92.7303978145525,147.209910756974,3.15533995628357,3.21824,100.0
JPN,2020,40028.7341726762,-4.16876457146743,31.335208636773,90.21945812,154.432206765516,3.30628991127014,3.26556,100.0
JPN,2021,40094.5599795288,2.69657404187188,36.7384462280698,82.91407928,159.516123485628,3.33663988113403,3.27383,100.0
JPN,2022,34065.6438962526,0.941998775483285,46.8129868368938,84.92343147,168.602943650636,,3.40053,100.0
JPN,2023,33836.1756271617,1.47503481053384,45.1508795641248,85.00990295,178.432441299977,,3.44125,100.0
JPN,2024,32487.0778047567,0.104309021773304,46.4069516150859,85.54153081,,,,
KOR,2015,30171.7906545222,2.92029267301234,75.3881774564907,89.8962557995106,115.595447050042,4.24247980117798,3.78907,100.0
KOR,2016,30832.0628072516,3.17152748983935,69.8997221316919,92.8430256796075,119.489512998783,4.11502981185913,3.78638,100.0
KOR,2017,33296.9845439195,3.433191763972,73.1921408264016,95.0694218761004,123.642066127533,4.10775995254517,4.07341,100.0
KOR,2018,35363.9508228687,3.17611568177327,74.7075162140824,96.0228595797887,128.494634504197,4.21645021438599,4.27155,100.0
KOR,2019,33826.9443301597,2.31380210595475,71.4470632403511,96.157579184239,133.079790493891,4.41813993453979,4.36379,100.0
KOR,2020,33645.7719545073,-0.700242317542106,65.544957860621,96.50506052,135.973274343048,4.52706003189087,4.5214,100.0
KOR,2021,37518.4635305697,4.61296795454287,75.3063047610912,97.57132698,140.516382791931,4.55590009689331,4.59673,100.0
KOR,2022,34822.4048404971,2.72756456708991,90.5851475278549,97.16855335,148.68360770138,5.40910005569458,4.84753,100.0
KOR,2023,35674.095995632,1.58301467403629,82.2580090716629,97.41597478,162.11365652794,,4.94352,100.0
KOR,2024,36238.639908315,2.00361101838986,84.6424951192038,97.89563777,172.520241179065,,,
LTU,2015,14269.8039878287,2.83280643343234,138.195575009601,71.3780590101754,143.991494147494,4.21646022796631,1.04077,100.0
LTU,2016,14934.2702840428,2.67192215053329,134.690449650877,74.3766455618662,146.550393676088,4.01143980026245,0.84391,100.0
LTU,2017,16800.1510246099,4.61224310312809,144.918393101325,77.6152565124514,154.147985747777,3.81236004829407,0.8963,100.0
LTU,2018,19247.2315367967,4.91836780106811,147.202132525221,79.7225827680518,134.333614750945,3.85628008842468,0.92781,100.0
LTU,2019,19608.7943945553,4.67735183530451,148.374996011818,81.5818683764046,132.528841977519,3.9415500164032,0.98701,100.0
LTU,2020,20428.6478157394,0.0428158336981426,135.796565563519,83.05554724,131.341332336588,4.47348022460938,1.12379,100.0
LTU,2021,23870.4594851722,6.38001606179873,154.80672767597,86.93054425,133.357273318046,4.23977994918823,1.10044,100.0
LTU,2022,25085.784063499,2.53752574011534,175.651612151093,87.72420219,135.834150715729,4.25285005569458,1.05289,100.0
LTU,2023,27786.0057829276,0.342262716277261,149.041909014608,88.50287484,137.203719983084,,1.04977,100.0
LTU,2024,29384.0189598663,2.77263124530285,143.04839086338,89.16116293,138.728835196967,,,
LUX,2015,105462.012584423,2.26978423302835,351.13197436149,96.3767141704759,141.659175188223,3.76792001724243,1.25226,100.0
LUX,2016,106899.293549552,4.97819011520116,348.437409376889,98.1366986657616,130.932672500368,,1.2669,100.0
LUX,2017,110193.213797228,1.31718713754285,353.793991980303,97.3629603241751,133.110922975046,3.48645997047424,1.23898,100.0
LUX,2018,116926.759593905,1.61129561338169,361.865445198667,97.061298705829,131.326868398506,3.65772008895874,1.17039,100.0
LUX,2019,112696.649059674,2.74931929072659,382.66078058442,97.120635693272,131.870169616698,3.73705005645752,1.18209,100.0
LUX,2020,116860.02817236,-0.510051634039826,375.581396376432,98.45962893,132.908973559976,3.85499000549316,1.09627,100.0
LUX,2021,134965.815442152,6.9297342584233,397.506180867971,98.66086333,136.87108956478,3.68531990051269,1.03153,100.0
LUX,2022,123719.658915996,-1.0974168968152,412.177169924175,98.24203749,139.651285065505,3.74451994895935,1.0653,100.0
LUX,2023,133230.619178899,0.0994399943552651,402.566968197345,99.34785707,144.474949556306,,1.07045,100.0
LUX,2024,137781.681659123,0.35861253942069,351.267921153192,98.7606147,,,,
LVA,2015,13321.9753140616,3.78336712084972,126.380014406006,79.2005829239344,130.949148754694,5.46670007705688,0.641,100.0
LVA,2016,13838.5266823272,2.55168601974034,123.330518429659,79.8420977843089,135.227462327724,4.82350015640259,0.45065,100.0
LVA,2017,15132.4958333982,3.39894872623931,128.714003328884,80.1140770037369,126.846989128969,4.52905988693237,0.53004,100.0
LVA,2018,17252.1710428626,4.30971286294503,128.234095559822,83.5771748630956,107.397431401316,4.39430999755859,0.66138,100.0
LVA,2019,17294.9751600969,0.675372771884227,125.29163170793,86.13545644343,108.221910991332,4.58675003051758,0.6602,100.0
LVA,2020,17564.2321549354,-3.46922750780554,123.88319804656,88.89796078,107.902487108935,4.99749994277954,0.75663,100.0
LVA,2021,20261.8887788916,6.94254173062592,136.796615414819,91.17964988,114.644670333429,4.76774978637695,0.77085,100.0
LVA,2022,20221.103686109,1.90853419029801,159.892778190649,91.03009059,115.202627450543,4.3196702003479,0.8122,100.0
LVA,2023,22710.2637544197,-0.941606068823631,135.642989154266,92.18791291,119.909944560018,,0.8236,100.0
LVA,2024,23409.0845154775,-0.0461080109713521,132.262507895925,92.70757011,121.262202363304,,,
MAR,2015,3146.24780273438,4.34458297635238,67.2886759253849,57.0799993486116,124.480492544005,5.133369043677,,97.3
MAR,2016,3140.85546875,0.52118550608968,71.1226603816864,58.271236420398,118.531797132419,5.08530197423073,,97.8
MAR,2017,3296.52661132813,5.05789816173446,74.1733578786573,61.7622120123071,123.894319060738,4.73564982004448,,100.0
MAR,2018,3501.69799804688,3.06564133025955,77.2548875243989,64.8038651924043,124.827523956634,4.96022713486949,,98.1
MAR,2019,3508.09765625,2.89097476137077,75.9981158798422,84.1203630467602,128.874798962456,5.0032567210502,,99.6
MAR,2020,3268.0302734375,-7.17820744246774,68.8438033904364,84.12036305,135.088404811169,6.28428263644307,,100.0
MAR,2021,3785.93627929688,8.15473889823681,75.5234171756506,88.13031937,138.911268095998,5.64273401285138,,100.0
MAR,2022,3463.1376953125,1.81269242194809,100.906310201651,89.9,141.870002419562,5.91224674061277,,100.0
MAR,2023,3813.72607421875,3.65564411017931,93.1178844179777,91.0,148.155101338402,6.02096928801329,,100.0
MAR,2024,4153.1943359375,3.79336515978963,92.1872446062404,91.2,153.057260079672,,,
MEX,2015,10021.2386118827,2.70232342550646,70.412974676264,57.4310429923633,88.9454290232153,5.05087995529175,0.41477,99.0
MEX,2016,9097.92397674769,1.77249323845399,75.6903034088551,59.5404459967255,91.3941924453661,4.75795984268188,0.37601,99.5
MEX,2017,9649.27816772402,1.87172853327193,76.9521260407254,53.0317886110982,92.6493518556478,4.39752006530762,0.31955,100.0
MEX,2018,10084.7937562021,1.97208209405635,80.2126616568975,56.6595667981289,96.4612204576614,4.13944005966187,0.29816,99.5
MEX,2019,10369.5553585271,-0.392690505066824,77.4619722571128,69.6321092705209,97.0358606795758,,0.27629,99.6
MEX,2020,8841.27075039868,-8.35403458167995,76.8545557056016,71.49017499,96.9237451881936,4.4996600151062,0.29185,99.4
MEX,2021,10314.0506722115,6.0484834621255,83.0692976357895,75.62650476,99.09481491263,4.23823976516724,0.27305,100.0
MEX,2022,11405.7940473759,3.70975709163623,88.7984855867186,78.63217894,105.720624125765,4.05987977981567,0.25727,100.0
MEX,2023,13860.9597809326,3.35354140652768,73.5788616365245,81.18318755,111.735420288549,,0.26746,99.7
MEX,2024,14185.7812248529,1.42742769080466,74.5889079825143,83.12233799,116.486713265167,,0.25372,
MYS,2015,9648.6797937523,5.09153242155011,131.37007244526,71.0640678111957,141.210531313909,4.89487981796265,1.27945,99.9
MYS,2016,9476.53409809923,4.44978139761541,126.8990100257,78.7883099275229,136.725167298764,4.75191020965576,1.41517,99.9
MYS,2017,9862.54806612235,5.81272240983328,133.155173371956,80.1404790103961,130.853522804244,4.6753101348877,,100.0
MYS,2018,10901.8019954421,4.84308697634881,130.402625502126,81.2010486181174,128.873150399987,4.47865009307861,1.04026,100.0
MYS,2019,10920.191763972,4.41318742129586,123.028562027943,84.1871450078281,133.372921941941,4.15775012969971,,100.0
MYS,2020,9957.52626697613,-5.45684658426701,116.788182437638,89.55501192,129.017911652905,3.91176009178162,0.95055,100.0
MYS,2021,10903.1037480772,3.31534954399166,134.035994690727,96.7514278,137.684938559871,4.26109393398867,,100.0
MYS,2022,11754.5678336248,9.03173723044451,146.424604753908,97.3986404,138.208441079076,3.49933781956284,1.0121,100.0
MYS,2023,11386.0395636528,3.5370638041057,132.593461641599,97.69272633,142.7320920639,3.51481008529663,,100.0
MYS,2024,11874.4273684245,5.10545921024041,137.362571161559,98.0206059,139.664651283564,,,
NLD,2015,45793.8135434697,2.12060523860846,160.325812564809,91.7241379310345,121.637501079209,5.27802991867065,2.11792,100.0
NLD,2016,46808.5291492503,2.42428572955482,150.96552921165,90.4109589041096,121.420358968335,5.38952016830444,2.11546,100.0
NLD,2017,49513.6817346384,2.78154619309936,159.646059656847,93.1972789115646,118.57673269471,5.08747005462646,2.14167,100.0
NLD,2018,53955.0770024266,2.2587403735731,163.559146573044,91.8918918918919,121.162164892591,5.26723003387451,2.1027,100.0
NLD,2019,53554.9007491475,2.30009157916757,160.676671884999,93.2885906040269,124.08833250929,5.0559401512146,2.14036,100.0
NLD,2020,53467.9277413737,-3.86795333823223,152.233230409706,91.33333333,121.422728509042,5.29139995574951,2.26514,100.0
NLD,2021,60141.9880911492,6.2768306708326,163.154842689698,92.05298013,123.447849713072,5.37661981582642,2.21542,100.0
NLD,2022,59123.318556487,5.00723455159611,184.107484252682,92.51968504,115.8205562749,5.17918014526367,2.17529,100.0
NLD,2023,63515.6030780019,-0.598096167209832,165.030429478933,97.00680272,125.272736960305,,2.26719,100.0
NLD,2024,67520.4218956281,1.08100584845663,153.83065216636,97.00679779,128.538765867661,,,
NOR,2015,74809.9658049898,1.85733971623901,70.431856540017,96.810325691365,110.118346262292,7.52335977554321,1.92351,100.0
NOR,2016,70867.3609970749,1.16472423928819,69.1168423974699,97.2982036675068,109.426806771527,7.98443984985352,2.03286,100.0
NOR,2017,76131.8384032764,2.46374626574153,69.1087817621061,96.3576012951191,108.392640087689,7.84599018096924,2.08168,100.0
NOR,2018,82792.8427113304,0.828931500516902,70.0031957894984,96.4916579887094,107.702543341632,7.59564018249512,2.03482,100.0
NOR,2019,76430.5889473338,1.12374694968757,70.8958205272987,98.0000043853142,108.00526578567,7.86455011367798,2.13599,100.0
NOR,2020,68340.0181033702,-1.27817177234034,65.3539790413323,94.60755647,108.296844518424,8.37281036376953,2.24436,100.0
NOR,2021,93072.8925119571,3.90868676830634,71.2227137759599,99.0000036,109.585637519783,6.9602198600769,1.88764,100.0
NOR,2022,109269.520580298,3.24622860260932,82.6094798361389,98.99997764,111.657196221742,5.43234014511108,1.55081,100.0
NOR,2023,87497.2179649556,0.0721204806030329,80.3638456401269,99.00000258,109.654228618195,,1.85142,100.0
NOR,2024,86785.4334489176,2.09723059960317,81.3635091827243,99.0,109.348606513576,,,
NZL,2015,38665.3723018158,3.69036908387233,54.851331734287,85.19999695,121.368981425995,5.70350980758667,1.22707,100.0
NZL,2016,40113.7195382428,3.77911068354334,52.4062478142589,86.5,129.380648472778,5.49972009658813,,100.0
NZL,2017,42950.3841711138,3.37873219470765,54.1432970416804,87.69999695,132.980049668049,5.27543020248413,1.34788,100.0
NZL,2018,43257.0769238879,3.47058203866328,55.7664814899437,89.0,128.936896010016,5.1896800994873,,100.0
NZL,2019,42855.831861632,2.31747144034802,54.4542971758367,89.86370087,120.475335425902,5.1741099357605,1.4642,100.0
NZL,2020,41997.7830324279,-0.307246896026541,43.9772422862431,90.92099762,123.000574962598,5.64268016815185,,100.0
NZL,2021,49950.4251691316,4.53540565716095,48.5412477650846,91.99060059,114.454714130458,5.5409197807312,1.48604,100.0
NZL,2022,49099.7090423358,3.49638686458842,53.4761627655817,93.07289886,115.984187800849,5.16741991043091,,100.0
NZL,2023,49075.9562832927,1.39425181563566,50.4064316790513,93.32610321,126.854978584281,5.21326017379761,1.54848,100.0
NZL,2024,49205.1792146792,1.28862004711685,51.224397222513,93.51930237,130.093457083544,,,
