,pib_per_capita_usd,crescimento_pib_pct,abertura_comercial_pct_pib,usuarios_internet_pct,celulares_por_100,gasto_publico_educacao_pct_pib
pib_per_capita_usd,1.0,0.004584534314463881,0.504724423419608,0.6377280957540774,0.07402133557838661,0.27175514724510696
crescimento_pib_pct,0.004584534314463881,1.0,0.11201007683672176,-0.07604924046796764,0.05953339606173739,-0.16669318635142022
abertura_comercial_pct_pib,0.504724423419608,0.11201007683672176,1.0,0.34448371290917806,0.2535835231722792,-0.15718546072466286
usuarios_internet_pct,0.6377280957540774,-0.07604924046796764,0.34448371290917806,1.0,0.2476200615274381,0.37153389259016095
celulares_por_100,0.07402133557838661,0.05953339606173739,0.2535835231722792,0.2476200615274381,1.0,-0.10094657890189593
gasto_publico_educacao_pct_pib,0.27175514724510696,-0.16669318635142022,-0.15718546072466286,0.37153389259016095,-0.10094657890189593,1.0
