Ticker,vol_anual
ALSO3.SA,
BBSE3.SA,0.2576180200804064
BMOB3.SA,0.39943489468227206
INTB3.SA,0.3762463815309274
ITSA4.SA,0.27828343732772354
LJQQ3.SA,0.5565043130040811
LWSA3.SA,0.676916636971346
MLAS3.SA,0.6800768815449577
POSI3.SA,0.6111634568042645
PSSA3.SA,0.2840973146105112
SQIA3.SA,
TOTS3.SA,0.3843786273700513
