Date,ALSO3.SA,BBSE3.SA,BMOB3.SA,INTB3.SA,ITSA4.SA,LJQQ3.SA,LWSA3.SA,MLAS3.SA,POSI3.SA,PSSA3.SA,SQIA3.SA,TOTS3.SA
2017-01-03,,0.03558594436237161,,,0.04384881841248989,,,,0.01060050591247541,0.01969512116235328,,0.05129291536720593
2017-01-04,,0.03158637924271468,,,0.005834705430010079,,,,0.027972012374509525,0.02113729551846455,,-0.006048590202550774
2017-01-05,,-0.020188486344864254,,,0.009279877255913949,,,,0.0,-0.01106374072963301,,0.0052739158789414375
2017-01-06,,-0.015453269731617869,,,-0.0034477403372519255,,,,-0.0170066364743664,-0.018765967099648506,,-0.03107341746083625
2017-01-09,,0.022671750584885242,,,0.01038011374065606,,,,0.006920439343923279,0.01397593871379077,,0.004165026740288624
2017-01-10,,0.008185564171206083,,,-0.0068493483502674035,,,,-0.013745867419371782,-0.008705000799367868,,0.001244151441287089
2017-01-11,,-0.02875503996484996,,,0.0068965854665552495,,,,-0.02090605765100373,0.01683129438053066,,-0.004142329971412284
2017-01-12,,-0.010797765160742712,,,0.02739794201354262,,,,0.0,-0.0035981013021940678,,0.01996666742927733
2017-01-13,,-0.04049272862950748,,,-0.010000194522179151,,,,0.014235108240839844,-0.014084836840960291,,0.015497473021454322
2017-01-16,,-0.0073398433308294875,,,0.0,,,,0.017543803847352324,-0.020879198276599342,,0.014056288113389881
2017-01-17,,0.014787747717278643,,,0.02020141544675158,,,,0.16206896831175355,-0.023569134812389758,,0.016237535169743245
2017-01-18,,-0.006921643805064215,,,-0.00550002360249624,,,,-0.08308595289927012,-0.00498086018977606,,0.007794411185172434
2017-01-19,,-0.0029348445215889862,,,-0.0011063768255066275,,,,-0.025889949001106416,-0.005005670358641412,,-0.013921231193577022
2017-01-20,,0.0055187810128976,,,0.01107442588370966,,,,0.08305631943054825,0.0061920141811457885,,0.02000031878259456
2017-01-23,,0.013904310368829442,,,0.02519176186299177,,,,0.07361969129365731,0.024615513509190556,,0.013071830982771315
2017-01-24,,-0.01263098695953968,,,-0.011752163161000473,,,,-0.03714289304655194,0.003378213928171059,,0.009866833011398457
2017-01-26,,0.030701849531123093,,,0.0043242194513353205,,,,-0.020771488224817558,0.028806368491448575,,0.029688114928805298
2017-01-27,,0.020212826731218714,,,-0.001076825208011778,,,,0.027272722648200354,0.001818371451846934,,-0.00912364954458278
2017-01-30,,-0.016336635683487644,,,-0.011853111292826402,,,,-0.03834812028310364,-0.023593719965711246,,-0.03167627904058912
2017-01-31,,-0.01378088495858032,,,0.011995292833775206,,,,0.0429448370859562,-0.023048072980815015,,-0.007607813814420994
2017-02-01,,-0.008957416594807643,,,0.004310538391534724,,,,0.026470583588364516,0.006849225996747421,,0.0023000201842922063
2017-02-02,,0.004700047270070895,,,-0.0010726962775626792,,,,-0.037249320053010515,0.013983572766387287,,0.013384320751982148
2017-02-03,,-0.005757744905411255,,,0.0193339869928828,,,,0.0446429178102834,-0.014908806238375205,,0.0007549534538695557
2017-02-06,,0.014477327862494338,,,-0.014752557304780645,,,,0.03418796387927947,-0.02648485178068616,,0.0018852908270465818
2017-02-07,,-0.003210855152248615,,,0.013904126160571018,,,,-0.046831847380242264,0.0007773338776242422,,-0.004140211387281045
2017-02-08,,-0.015748208565116828,,,0.008438540799654337,,,,0.03757199744526596,0.0073784397858969175,,0.010204414401130402
2017-02-09,,0.0014547345597608619,,,0.007321730270366755,,,,-0.033426121843955436,-0.012721622732288829,,-0.014216161244857362
2017-02-10,,0.0010894857715573192,,,0.00934634008207369,,,,0.04034587290985692,-0.0011714020994070262,,-0.02466824552154334
2017-02-13,,0.034820161585080944,,,-0.002057951943686076,,,,0.008310372452672299,0.05160245138567676,,-0.004669091814636039
2017-02-14,,-0.01296879448361965,,,-0.004123825461054942,,,,0.06593411255907977,0.0,,-0.0023456233547186622
2017-02-15,,0.02450299441325421,,,0.038302702168707015,,,,0.012886469479619356,0.04237947321370372,,0.03174001862784559
2017-02-16,,0.022530295593842897,,,-0.002991382611265747,,,,0.0025445383920310594,0.03281033733908001,,-0.01823047044436865
2017-02-17,,0.0032474816080447777,,,0.016000169165751865,,,,0.022842721346834738,-0.013466840013005354,,0.0019344051771155168
2017-02-20,,0.002087630530165807,,,0.013779839888076184,,,,0.05707199337382929,-0.012250545226401455,,-0.01814667092452482
2017-02-21,,0.020486077003487813,,,0.023286941951482953,,,,-0.04694851961237567,0.014882978877524433,,-0.00904453993372123
2017-02-22,,-0.002381739137930494,,,0.004855023161575378,,,,-0.014778213505607485,0.015362853112763197,,-0.007936625276247056
2017-02-23,,0.0,,,-0.012560554200705343,,,,-0.0050001015615465105,0.0051582829740635106,,0.0
2017-02-24,,-0.02387454164687708,,,-0.017612762645423996,,,,0.017588087853045442,-0.011289679643129102,,0.01360000268384609
2017-03-01,,-0.006988094008645529,,,-0.003490814942703424,,,,-0.014814866396366422,-0.0017300628874654667,,0.023678014041929707
2017-03-02,,0.018297112915173885,,,-0.01201219728093339,,,,-0.007518739419225873,0.0010396817207767306,,0.009637784112989323
2017-03-03,,0.02280574511952116,,,0.012158244512608718,,,,0.058080755626686686,0.029432325701841622,,0.0187093768094182
2017-03-06,,-0.005067476724969877,,,0.008008086814426107,,,,0.031026202113787926,-0.004372863216069334,,0.008620668809284915
2017-03-07,,-0.010187218866667735,,,-0.014895559313270468,,,,-0.03472211320149399,0.005067772077260946,,0.04384975699093463
2017-03-08,,-0.012692546669547333,,,-0.019153628959007074,,,,0.016786306806388485,-0.008067228731234222,,0.00213597158744383
2017-03-09,,0.0013896725848057123,,,-0.009250024906932053,,,,-0.03301867407281123,-0.0016944089375606763,,-0.04014189520500644
2017-03-10,,0.005898791379225887,,,0.004149698246407985,,,,-0.021951214918480177,0.003054895861736684,,0.010362775024400639
2017-03-13,,-0.0048291310113072194,,,0.014462850240362313,,,,0.012468704324934077,0.002707168776614033,,-0.0021981356435085697
2017-03-14,,0.005199213034329242,,,-0.011201621130362382,,,,0.022167568342663202,-0.009449617097660457,,-0.001468533638195324
2017-03-15,,0.015862036883145025,,,0.025746891035707042,,,,0.016867449020612213,0.01533183387825332,,0.025000364678833042
2017-03-16,,0.02342132697132171,,,0.0,,,,-0.0284359616444132,0.0,,0.0050211260549433145
2017-03-17,,-0.026533761877752804,,,-0.019076641324638044,,,,-0.13170728951088073,-0.05033525180380449,,0.0060673851254375855
2017-03-20,,-0.011924997126307346,,,-0.002047274858906545,,,,-0.030898889915077388,-0.00706730889689311,,0.015608454165485286
2017-03-21,,-0.007931018441572513,,,-0.03487156724786178,,,,-0.06956526647248207,-0.007473156504130829,,-0.011526487191990786
2017-03-22,,0.023635801527395417,,,0.025504965613258213,,,,0.07165124055127992,0.00824644228452387,,-0.019081207721528215
2017-03-23,,-0.012224375888124306,,,-0.00829016731049792,,,,0.023255698196516628,0.015291884976128989,,0.0014412572346105268
2017-03-24,,-0.0027500177809129944,,,0.009404323540146864,,,,-0.02840909578652162,-0.015762006907981352,,0.004315924514080027
2017-03-27,,-0.022061319293718684,,,0.009316428819949651,,,,0.005848072053478148,0.0,,-0.015042611566883024
2017-03-28,,0.009869483698392356,,,-0.0071792341857038755,,,,0.043604312119699395,0.0071176112542348235,,-0.001455235439991709
2017-03-29,,0.025829066758415342,,,0.009297457602837511,,,,-0.03064050258235118,0.00742056712278738,,-0.02549134085349203
2017-03-30,,0.002041675406510457,,,-0.012282277766589522,,,,0.005747146952048698,0.01052248551806878,,0.018684735197272317
2017-03-31,,-0.008489145939643561,,,-0.015544280650942377,,,,0.0,-0.01388373986479896,,0.017975244116507527
2017-04-03,,0.000342421084809752,,,0.008421207771523997,,,,-0.00571430599576217,0.016191228688710257,,0.010810709018607367
2017-04-04,,0.0013692154909847876,,,0.013569914303080743,,,,-0.022988491330992677,0.014548115387449378,,0.005347428768704532
2017-04-05,,-0.016752120811247995,,,-0.011328587900166553,,,,-0.01764712155707826,-0.016729601501886737,,-0.0035459524506753493
2017-04-06,,-0.0027813523352157032,,,-0.013541784353779951,,,,0.005988045621328375,0.0031251261517795115,,0.0
2017-04-07,,0.010111360486243948,,,0.005279937419190972,,,,-0.01785710717042155,-0.0013845072937320735,,-0.005693897232731504
2017-04-10,,-0.019675440424778312,,,0.00420186339774542,,,,0.0363636641107985,-0.0034659009637565408,,-0.0035790645964587364
2017-04-11,,0.0109155564595107,,,0.004183931240181016,,,,0.020467810423156818,0.0,,0.009338992809323043
2017-04-12,,-0.010101016043291944,,,-0.0052078793765562015,,,,-0.005730775624419926,0.006956354806090692,,-0.0035586857704571484
2017-04-13,,-0.011963479763128393,,,-0.025131269664494527,,,,0.008645661683481354,-0.013817037776970187,,0.0014283276849604842
2017-04-17,,0.035968633175699205,,,0.026852950666367725,,,,0.01142851606562223,0.017512831361707448,,0.00677631778000265
2017-04-18,,-0.003437449650986024,,,0.008367722329247096,,,,-0.014124249847209502,-0.012047910614702007,,-0.002125721400345726
2017-04-19,,-0.018626939488427197,,,-0.016597194622467004,,,,0.017192038270972043,-0.004878356046874477,,0.007809885032015629
2017-04-20,,0.020034905842606365,,,-0.00843883198317108,,,,0.042253479833525676,-0.009103339001858002,,-0.012680404604895723
2017-04-24,,-0.003101414154935367,,,0.02446791944538984,,,,0.00540533379381225,0.009540680788418188,,0.014834888699206461
2017-04-25,,0.010024349352121487,,,0.0020771773039423014,,,,-0.016128909979981954,0.001050094646026567,,-0.013380263082841348
2017-04-26,,0.004791336202903951,,,-0.0031087172861827828,,,,-0.0027323416937032885,-0.006643176279198082,,-0.007851342069281286
2017-04-27,,-0.011580523131564102,,,0.012473646184246068,,,,-0.0356163821578761,0.009503400632458359,,-0.010791489838897994
2017-04-28,,0.029979269827978383,,,0.015400376711045105,,,,0.03977277225347686,0.0013948675777870623,,0.010909216538321775
2017-05-02,,-0.002007310483657321,,,0.01921160346465789,,,,0.04558275401255929,-0.00174101677603955,,0.01906444020362863
2017-05-03,,-0.0036873649573359035,,,-0.009921297416279673,,,,0.0,-0.0020928638423068913,,0.0024709684511576846
